mtu,zone,level,price_engine,price_official,diff,interval_low,interval_high,official_in_interval,volume_engine,volume_official,n_orders,coherence
38,MI,1,113.01,121.27,-8.26,121.27,121.57,1,32569.7,31867.5,3453,OK
39,MI,1,108.9,113.03,-4.13,113.02,113.03,1,32811.0,32250.4,3468,OK
40,MI,1,99.0,107.22,-8.22,107.19,107.5,1,33098.7,32056.1,3487,OK
41,MI,1,103.75,109.56,-5.81,109.56,110.0,1,33231.5,32816.8,3462,OK
42,MI,1,93.03,103.9,-10.87,103.75,103.9,1,34138.3,32860.3,3468,OK
43,MI,1,82.27,94.39,-12.12,93.5,94.39,1,34649.2,33736.8,3477,OK
44,MI,1,75.0,85.0,-10.0,84.55,85.0,1,35655.0,34432.2,3482,OK
45,MI,1,91.0,105.01,-14.01,105.01,105.3,1,34492.5,33304.6,3527,OK
46,MI,1,85.6,96.01,-10.41,96.0,96.26,1,35114.2,33603.6,3526,OK
47,MI,1,84.55,90.67,-6.12,90.0,90.67,1,35614.4,34113.8,3533,OK
48,MI,1,83.44,86.47,-3.03,86.01,86.47,1,36012.2,34539.2,3539,OK
49,MI,1,86.34,95.0,-8.66,94.53,95.0,1,35745.9,34242.9,3572,OK
50,MI,1,86.08,94.27,-8.19,93.78,94.5,1,36112.8,34611.3,3570,OK
51,MI,1,86.08,94.97,-8.89,94.07,94.97,1,36350.3,34850.6,3571,OK
52,MI,1,85.82,90.0,-4.18,90.0,90.0,1,36561.4,35026.5,3572,OK
53,MI,1,82.9,86.6,-3.7,86.03,86.6,1,36638.1,35167.6,3564,OK
54,MI,1,80.35,86.21,-5.86,85.55,86.21,1,36553.4,35304.5,3563,OK
55,MI,1,79.0,85.95,-6.95,84.83,85.95,1,36606.6,35386.3,3561,OK
56,MI,1,76.34,85.82,-9.48,85.48,85.82,1,36647.0,35426.9,3557,OK
57,MI,1,79.3,85.95,-6.65,84.55,85.95,1,36598.6,35390.6,3557,OK
58,MI,1,79.6,86.02,-6.42,84.55,86.02,1,36560.3,35340.4,3560,OK
59,MI,1,79.6,86.0,-6.4,84.7,86.08,1,36413.8,35194.0,3556,OK
60,MI,1,79.76,86.21,-6.45,86.11,86.21,1,36231.0,35011.2,3550,OK
61,MI,1,75.4,85.82,-10.42,84.55,85.82,1,35836.8,34615.5,3544,OK
62,MI,1,79.3,85.95,-6.65,84.55,85.95,1,35499.6,34276.6,3547,OK
63,MI,1,82.54,86.47,-3.93,84.55,86.47,1,35152.4,33746.6,3534,OK
64,MI,1,85.95,89.7,-3.75,89.7,90.0,1,34742.8,33183.1,3529,OK
65,MI,1,70.5,85.95,-15.45,84.55,85.95,1,35626.1,34239.1,3505,OK
66,MI,1,66.02,89.8,-23.78,89.8,90.0,1,34824.6,33217.8,3498,OK
67,MI,1,52.99,89.6,-36.61,89.6,90.0,1,33544.8,31700.7,3496,OK
68,MI,1,80.48,103.14,-22.66,102.0,103.14,1,32807.4,30872.5,3487,OK
69,MI,1,54.2,96.58,-42.38,93.5,97.0,1,34301.6,32148.4,3463,OK
70,MI,1,79.6,108.1,-28.5,108.1,108.38,1,33790.5,31439.9,3471,OK
71,MI,1,85.2,110.01,-24.81,110.01,110.97,1,32618.8,30796.4,3538,OK
72,MI,1,97.5,121.27,-23.77,121.27,121.47,1,32337.6,30554.1,3473,OK
73,MI,1,96.16,116.56,-20.4,116.56,118.38,1,31924.0,30056.1,3221,OK
74,MI,1,99.85,125.0,-25.15,125.0,125.11,1,31917.2,30063.8,3047,OK
75,MI,1,103.11,126.84,-23.73,126.84,127.24,1,32551.2,30700.4,2924,OK
76,MI,1,105.19,132.0,-26.81,132.0,132.49,1,33076.3,31212.7,2764,OK
77,MI,1,101.4,126.6,-25.2,126.6,128.0,1,31908.4,30112.2,2573,OK
78,MI,1,102.68,127.57,-24.89,127.57,128.0,1,32027.1,30290.4,2574,OK
79,MI,1,102.94,128.0,-25.06,128.0,128.0,1,32095.7,30306.6,2568,OK
80,MI,1,102.46,126.84,-24.38,126.84,128.0,1,31906.1,30102.8,2564,OK
81,MI,1,103.5,128.0,-24.5,128.0,128.0,1,31847.9,30000.0,2513,OK
82,MI,1,103.23,126.84,-23.61,126.84,126.96,1,31900.2,29961.0,2515,OK
83,MI,1,103.19,126.84,-23.65,126.84,127.07,1,32013.9,30016.3,2511,OK
84,MI,1,101.68,126.36,-24.68,126.36,126.64,1,31947.5,29915.7,2508,OK
85,MI,1,100.83,129.76,-28.93,129.76,130.0,1,31659.0,29561.5,2513,OK
86,MI,1,100.0,124.12,-24.12,122.94,124.12,1,31417.6,29369.3,2508,OK
87,MI,1,97.5,119.0,-21.5,118.0,119.0,1,31033.9,29050.4,2508,OK
88,MI,1,89.6,110.42,-20.82,110.01,110.42,1,30461.0,28583.9,2505,OK
89,MI,1,89.9,110.31,-20.41,110.01,110.85,1,30180.2,28106.6,2373,OK
90,MI,1,90.0,108.94,-18.94,108.94,109.0,1,29171.6,27291.0,2279,OK
91,MI,1,99.0,108.94,-9.94,108.94,109.0,1,28665.3,27895.6,2282,OK
92,MI,1,90.42,105.12,-14.7,105.12,105.46,1,28683.4,27251.0,2271,OK
93,MI,1,90.0,107.0,-17.0,107.0,107.0,1,27804.2,26648.5,2267,OK
94,MI,1,85.2,100.67,-15.47,100.0,100.67,1,27713.0,26515.6,2268,OK
95,MI,1,82.43,95.1,-12.67,93.5,95.1,1,27700.5,26723.0,2258,OK
96,MI,1,75.0,86.19,-11.19,84.55,86.2,1,27882.3,26439.6,2253,OK
1,MI,2,110.47,110.47,0.0,110.01,110.47,1,24407.0,24407.0,2083,OK
2,MI,2,108.87,108.87,0.0,108.87,109.0,1,23681.1,23681.1,2043,OK
3,MI,2,101.0,100.87,0.13,100.0,101.0,1,23159.0,23159.0,2049,OK
4,MI,2,94.99,94.99,0.0,94.9,94.99,1,23287.5,23287.5,2052,OK
5,MI,2,105.01,105.01,0.0,105.01,105.07,1,22408.0,22408.0,2067,OK
6,MI,2,99.0,99.0,0.0,97.5,99.0,1,22541.0,22541.0,2065,OK
7,MI,2,97.5,97.5,0.0,97.5,97.5,1,22706.3,22729.5,2069,OK
8,MI,2,91.0,91.0,0.0,90.0,91.0,1,22738.5,22738.5,2061,OK
9,MI,2,95.75,95.75,0.0,94.9,95.75,1,22316.0,22316.0,2093,OK
10,MI,2,91.16,91.16,0.0,85.0,91.16,1,22441.4,22441.4,2088,OK
11,MI,2,88.0,88.0,0.0,85.0,88.0,1,22636.8,22636.8,2086,OK
12,MI,2,86.34,86.34,0.0,85.0,86.34,1,22822.6,22822.6,2081,OK
13,MI,2,86.58,86.58,0.0,85.0,86.58,1,22832.6,22832.6,2087,OK
14,MI,2,86.21,86.21,0.0,84.55,86.21,1,23049.9,23049.9,2087,OK
15,MI,2,86.34,86.34,0.0,84.55,86.34,1,23208.3,23208.3,2087,OK
16,MI,2,85.95,85.95,0.0,84.55,85.95,1,23326.7,23326.7,2085,OK
17,MI,2,85.2,85.2,0.0,84.55,85.2,1,23448.2,23448.2,2098,OK
18,MI,2,84.55,84.55,0.0,84.55,85.0,1,23411.6,23411.6,2101,OK
19,MI,2,83.2,83.2,0.0,82.54,83.2,1,23429.3,23429.3,2099,OK
20,MI,2,82.05,82.36,-0.31,80.48,82.59,1,23360.4,23360.4,2097,OK
21,MI,2,85.52,85.52,0.0,84.55,85.52,1,23825.8,23825.8,2094,OK
22,MI,2,85.95,85.95,0.0,84.55,85.95,1,23865.7,23865.7,2101,OK
23,MI,2,86.34,86.34,0.0,84.55,86.34,1,23784.8,23784.8,2102,OK
24,MI,2,92.08,92.27,-0.19,88.57,92.94,1,23648.0,23648.0,2088,OK
25,MI,2,92.95,92.95,0.0,90.0,92.95,1,24431.7,24431.7,2100,OK
26,MI,2,90.1,90.1,0.0,90.0,90.1,1,24201.9,24201.9,2095,OK
27,MI,2,97.5,97.5,0.0,97.5,97.5,1,24241.5,24296.5,2091,OK
28,MI,2,107.19,107.19,0.0,107.19,107.55,1,24461.0,24461.0,2088,OK
29,MI,2,105.01,105.01,0.0,105.01,105.03,1,26137.0,26137.0,2119,OK
30,MI,2,109.56,109.56,0.0,109.56,110.0,1,26882.8,26882.8,2127,OK
31,MI,2,110.37,110.96,-0.59,110.01,111.0,1,27275.1,27275.1,2136,OK
32,MI,2,114.43,114.43,0.0,113.02,114.43,1,27294.5,27294.5,2133,OK
33,MI,2,125.4,125.4,0.0,125.4,125.71,1,28484.9,28484.9,2431,OK
34,MI,2,125.4,125.4,0.0,125.4,125.49,1,28723.0,28723.0,2648,OK
35,MI,2,123.52,123.36,0.16,123.0,123.52,1,28797.6,28797.6,2844,OK
36,MI,2,121.26,121.26,0.0,121.26,121.94,1,28971.3,28971.3,3088,OK
37,MI,2,131.25,131.25,0.0,130.5,131.25,1,31422.5,31422.5,3218,OK
38,MI,2,121.27,121.27,0.0,121.27,121.57,1,31867.5,31867.5,3285,OK
39,MI,2,113.03,113.03,0.0,113.02,113.03,1,32250.4,32250.4,3300,OK
40,MI,2,107.5,107.22,0.28,107.19,107.5,1,32056.1,32056.1,3319,OK
41,MI,2,109.56,109.56,0.0,109.56,110.0,1,32816.8,32816.8,3296,OK
42,MI,2,103.9,103.9,0.0,103.75,103.9,1,32860.3,32860.3,3302,OK
43,MI,2,94.39,94.39,0.0,93.5,94.39,1,33736.8,33736.8,3311,OK
44,MI,2,85.0,85.0,0.0,84.55,85.0,1,34432.2,34432.2,3316,OK
45,MI,2,105.01,105.01,0.0,105.01,105.3,1,33304.6,33304.6,3362,OK
46,MI,2,96.0,96.01,-0.01,96.0,96.26,1,33603.6,33603.6,3362,OK
47,MI,2,90.67,90.67,0.0,90.0,90.67,1,34113.8,34113.8,3370,OK
48,MI,2,86.47,86.47,0.0,86.01,86.47,1,34539.2,34539.2,3376,OK
49,MI,2,95.0,95.0,0.0,94.53,95.0,1,34242.9,34242.9,3409,OK
50,MI,2,94.5,94.27,0.23,93.78,94.5,1,34611.3,34611.3,3407,OK
51,MI,2,94.97,94.97,0.0,94.07,94.97,1,34850.6,34850.6,3408,OK
52,MI,2,90.0,90.0,0.0,90.0,90.0,1,35004.5,35026.5,3409,OK
53,MI,2,86.6,86.6,0.0,86.03,86.6,1,35167.6,35167.6,3400,OK
54,MI,2,86.21,86.21,0.0,85.55,86.21,1,35304.5,35304.5,3399,OK
55,MI,2,85.95,85.95,0.0,84.83,85.95,1,35386.3,35386.3,3397,OK
56,MI,2,85.82,85.82,0.0,85.48,85.82,1,35426.9,35426.9,3393,OK
57,MI,2,85.95,85.95,0.0,84.55,85.95,1,35390.6,35390.6,3393,OK
58,MI,2,86.02,86.02,0.0,84.55,86.02,1,35340.4,35340.4,3396,OK
59,MI,2,86.08,86.0,0.08,84.7,86.08,1,35194.0,35194.0,3392,OK
60,MI,2,86.21,86.21,0.0,86.11,86.21,1,35011.2,35011.2,3386,OK
61,MI,2,85.82,85.82,0.0,84.55,85.82,1,34615.5,34615.5,3380,OK
62,MI,2,85.95,85.95,0.0,84.55,85.95,1,34276.6,34276.6,3383,OK
63,MI,2,86.47,86.47,0.0,84.55,86.47,1,33746.6,33746.6,3369,OK
64,MI,2,89.7,89.7,0.0,89.7,90.0,1,33183.1,33183.1,3364,OK
65,MI,2,85.95,85.95,0.0,84.55,85.95,1,34239.1,34239.1,3332,OK
66,MI,2,89.8,89.8,0.0,89.8,90.0,1,33217.8,33217.8,3324,OK
67,MI,2,89.6,89.6,0.0,89.6,90.0,1,31700.7,31700.7,3318,OK
68,MI,2,103.14,103.14,0.0,102.0,103.14,1,30872.5,30872.5,3309,OK
69,MI,2,96.5,96.58,-0.08,93.5,97.0,1,32148.4,32148.4,3279,OK
70,MI,2,108.1,108.1,0.0,108.1,108.38,1,31439.9,31439.9,3256,OK
71,MI,2,110.01,110.01,0.0,110.01,110.97,1,30796.4,30796.4,3207,OK
72,MI,2,121.27,121.27,0.0,121.27,121.47,1,30554.1,30554.1,3101,OK
73,MI,2,116.56,116.56,0.0,116.56,118.38,1,30056.1,30056.1,2848,OK
74,MI,2,125.0,125.0,0.0,125.0,125.11,1,30063.8,30063.8,2675,OK
75,MI,2,126.84,126.84,0.0,126.84,127.24,1,30700.4,30700.4,2552,OK
76,MI,2,132.0,132.0,0.0,132.0,132.49,1,31212.7,31212.7,2392,OK
77,MI,2,126.6,126.6,0.0,126.6,128.0,1,30112.2,30112.2,2199,OK
78,MI,2,127.57,127.57,0.0,127.57,128.0,1,30290.4,30290.4,2200,OK
79,MI,2,128.0,128.0,0.0,128.0,128.0,1,30285.6,30306.6,2194,OK
80,MI,2,126.84,126.84,0.0,126.84,128.0,1,30102.8,30102.8,2190,OK
81,MI,2,128.0,128.0,0.0,128.0,128.0,1,29995.9,30000.0,2140,OK
82,MI,2,126.84,126.84,0.0,126.84,126.96,1,29961.0,29961.0,2142,OK
83,MI,2,126.84,126.84,0.0,126.84,127.07,1,30016.3,30016.3,2138,OK
84,MI,2,126.36,126.36,0.0,126.36,126.64,1,29915.7,29915.7,2135,OK
85,MI,2,129.76,129.76,0.0,129.76,130.0,1,29561.5,29561.5,2140,OK
86,MI,2,124.12,124.12,0.0,122.94,124.12,1,29369.3,29369.3,2135,OK
87,MI,2,119.0,119.0,0.0,118.0,119.0,1,29050.4,29050.4,2136,OK
88,MI,2,110.42,110.42,0.0,110.01,110.42,1,28583.9,28583.9,2133,OK
89,MI,2,110.85,110.31,0.54,110.01,110.85,1,28106.6,28106.6,2106,OK
90,MI,2,108.94,108.94,0.0,108.94,109.0,1,27291.0,27291.0,2095,OK
91,MI,2,108.94,108.94,0.0,108.94,109.0,1,27895.6,27895.6,2105,OK
92,MI,2,105.12,105.12,0.0,105.12,105.46,1,27251.0,27251.0,2100,OK
93,MI,2,107.0,107.0,0.0,107.0,107.0,1,26644.7,26648.5,2098,OK
94,MI,2,100.67,100.67,0.0,100.0,100.67,1,26515.6,26515.6,2099,OK
95,MI,2,95.1,95.1,0.0,93.5,95.1,1,26723.0,26723.0,2089,OK
96,MI,2,86.2,86.19,0.01,84.55,86.2,1,26439.6,26439.6,2084,OK
