block,zone,side,price,mar,volume,status_official,status_engine,ratio_engine,ratio_official,weighted_price
995898599937771,SUD,-1,164.66,1.0,33720.0,REJ,rejected,0.0,0.0,149.15369217081852
995898600065998,NORD,-1,128.02,1.0,67996.0,ACC,accepted,1.0,1.0,146.5578566386258
995898600257275,NORD,-1,118.48,1.0,11116.0,ACC,accepted,1.0,1.0,141.70273119827277
995898600257276,NORD,-1,141.67,1.0,12468.0,ACC,accepted,1.0,1.0,142.9220091434071
995898600257277,NORD,-1,137.43,1.0,10504.0,PREJ,paradoxically_rejected,0.0,0.0,140.07868431073877
995898600065996,NORD,-1,177.8,1.0,14964.0,REJ,rejected,0.0,0.0,145.2661353916065
995898600065997,NORD,-1,209.31,1.0,9428.0,REJ,rejected,0.0,0.0,158.59088459906658
995898599887013,CSUD,-1,190.0,1.0,6748.0,REJ,rejected,0.0,0.0,150.47118227623
995898599907247,NORD,-1,139.0,1.0,1973.0,PREJ,forced_rejected,0.0,0.0,141.31140902179425
995898599907248,NORD,-1,139.0,1.0,7960.1,REJ,rejected,0.0,0.0,134.01804361754247
995898599907249,NORD,-1,139.0,1.0,7492.5,ACC,accepted,1.0,1.0,155.79266786786786
995898599907250,NORD,-1,134.0,1.0,8588.0,PREJ,paradoxically_rejected,0.0,0.0,136.55556124825335
995898599907251,NORD,-1,135.5,1.0,11567.2,PREJ,forced_rejected,0.0,0.0,138.28471505636628
995898599907252,NORD,-1,139.0,1.0,7879.8,ACC,accepted,1.0,1.0,165.05960684281325
995898599938787,CSUD,-1,167.0,0.8,30717.6,REJ,rejected,0.0,0.0,144.61001214287575
995898599938788,CSUD,-1,165.0,0.8,16762.8,REJ,rejected,0.0,0.0,161.8683377478703
995898600072631,CSUD,-1,170.0,0.8,16635.6,REJ,rejected,0.0,0.0,145.2466005434129
995898600072632,CSUD,-1,189.0,0.8,6940.4,REJ,rejected,0.0,0.0,163.78241902484007
995898599607460,NORD,-1,139.0,1.0,9606.2,REJ,rejected,0.0,0.0,137.81505954487724
995898599917096,NORD,-1,147.0,0.8,30379.6,REJ,rejected,0.0,0.0,146.26066162819788
995898599917097,NORD,-1,170.0,0.8,15574.400000000001,REJ,rejected,0.0,0.0,162.49533002876515
995898600010873,NORD,-1,132.43,1.0,32223.0,ACC,accepted,1.0,1.0,146.90446358191355
995898600257782,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,158.2
995898600257783,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,149.63
995898600257784,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,154.4
995898600257785,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,141.09
995898600257786,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,134.2075
995898600257787,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,131.285
995898600257788,MONT,-1,5.0,1.0,300.0,ACC,accepted,1.0,1.0,148.8775
995898600257789,MONT,-1,5.0,1.0,320.0,ACC,accepted,1.0,1.0,158.2575
995898600257790,MONT,-1,5.0,1.0,240.0,ACC,accepted,1.0,1.0,158.8725
995898600257791,MONT,-1,5.0,1.0,240.0,ACC,accepted,1.0,1.0,158.57250000000002
995898600257792,MONT,-1,5.0,1.0,240.0,ACC,accepted,1.0,1.0,150.0
995898600257793,MONT,-1,5.0,1.0,200.0,ACC,accepted,1.0,1.0,144.48
995898600257794,MONT,-1,5.0,1.0,140.0,ACC,accepted,1.0,1.0,132.0275
995898600257795,MONT,-1,5.0,1.0,92.0,ACC,accepted,1.0,1.0,130.1
995898600257796,MONT,-1,5.0,1.0,140.0,ACC,accepted,1.0,1.0,145.275
995898600257774,SVIZ,-1,5.0,1.0,100.0,ACC,accepted,1.0,1.0,134.2075
995898600257775,SVIZ,-1,5.0,1.0,200.0,ACC,accepted,1.0,1.0,148.8775
995898600257776,SVIZ,-1,5.0,1.0,100.0,ACC,accepted,1.0,1.0,158.2575
995898600257777,SVIZ,-1,5.0,1.0,100.0,ACC,accepted,1.0,1.0,158.8725
995898600257778,SVIZ,-1,5.0,1.0,200.0,ACC,accepted,1.0,1.0,152.265
995898600257779,SVIZ,-1,5.0,1.0,200.0,ACC,accepted,1.0,1.0,166.68
995898600257780,SVIZ,-1,5.0,1.0,100.0,ACC,accepted,1.0,1.0,176.05
995898600257781,SVIZ,-1,5.0,1.0,100.0,ACC,accepted,1.0,1.0,172.7675
995898600010865,CNOR,1,700.0,0.0,11.600000000000001,ACC,accepted,1.0,1.0,148.60482758620688
995898600010866,CSUD,1,700.0,0.0,111.6,ACC,accepted,1.0,1.0,149.18568996415772
995898600010864,NORD,1,700.0,0.0,116.4,ACC,accepted,1.0,1.0,146.74048969072166
995898600010867,SUD,1,700.0,0.0,24.4,ACC,accepted,1.0,1.0,149.69438524590166
995898600010872,CSUD,1,200.0,0.5,864.0,ACC,accepted,1.0,1.0,149.13270833333334
995898600010860,CALA,1,3000.0,0.0,90.9,ACC,accepted,1.0,1.0,148.1543124312431
995898600010858,NORD,1,3000.0,0.0,91.0,ACC,accepted,1.0,1.0,147.21724175824176
995898600010859,SUD,1,3000.0,0.0,51.1,ACC,accepted,1.0,1.0,150.18350293542073
995898600010870,CSUD,1,500.0,0.0,144.0,ACC,accepted,1.0,1.0,149.13270833333334
995898600010871,NORD,1,500.0,0.0,96.0,ACC,accepted,1.0,1.0,146.5753125
995898600010863,CSUD,1,4000.0,1.0,48.0,ACC,accepted,1.0,1.0,149.13270833333334
