period,arc,flow_engine,flow_official,limit,limit_reverse
35,CSUD-SARD,-798.1,-798.1,720.0,900.0
35,CSUD-SUD,-3477.0,-3477.0,3343.0,3477.0
36,CALA-SICI,99.3,99.3,1634.0,1634.0
36,CALA-SUD,1624.1,1624.1,2791.0,1696.0
36,CNOR-CSUD,-2000.0,-2000.0,1543.0,2000.0
36,CNOR-NORD,199.7,199.7,3625.0,2867.0
36,CSUD-SARD,-731.4,-731.4,720.0,900.0
36,CSUD-SUD,-3477.0,-3477.0,3343.0,3477.0
37,CALA-SICI,210.9,210.9,1634.0,1634.0
37,CALA-SUD,1484.2,1484.2,2791.0,1696.0
37,CNOR-CSUD,-2000.0,-2000.0,1543.0,2000.0
37,CNOR-NORD,225.6,225.6,3625.0,2867.0
37,CSUD-SARD,-728.2,-728.2,720.0,900.0
37,CSUD-SUD,-3477.0,-3477.0,2865.0,3477.0
38,CALA-SICI,312.1,312.1,1634.0,1634.0
38,CALA-SUD,1394.4,1394.4,2791.0,1696.0
38,CNOR-CSUD,-1771.0,-1771.0,1543.0,2000.0
38,CNOR-NORD,-48.0,-48.0,3625.0,2867.0
38,CSUD-SARD,-340.6,-340.6,720.0,900.0
38,CSUD-SUD,-3477.0,-3477.0,2865.0,3477.0
39,CALA-SICI,353.8,354.6,1634.0,1634.0
39,CALA-SUD,1340.7,1344.9,2791.0,1696.0
39,CNOR-CSUD,-2000.0,-2000.0,1543.0,2000.0
39,CNOR-NORD,189.9,202.7,3625.0,2867.0
39,CSUD-SARD,-490.7,-454.9,720.0,900.0
39,CSUD-SUD,-3477.0,-3477.0,2865.0,3477.0
40,CALA-SICI,348.7,349.2,1634.0,1634.0
40,CALA-SUD,1347.9,1347.4,2791.0,1696.0
40,CNOR-CSUD,-2000.0,-2000.0,1543.0,2000.0
40,CNOR-NORD,215.1,215.8,3625.0,2867.0
40,CSUD-SARD,-638.5,-574.6,720.0,900.0
40,CSUD-SUD,-3477.0,-3477.0,2865.0,3477.0
41,CALA-SICI,281.2,281.2,1687.0,1601.0
41,CALA-SUD,924.9,924.9,2639.0,1665.0
41,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
41,CNOR-NORD,353.6,353.6,3850.0,2381.0
41,CSUD-SARD,-417.5,-417.5,720.0,900.0
41,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
42,CALA-SICI,266.1,263.8,1687.0,1601.0
42,CALA-SUD,927.2,933.3,2639.0,1665.0
42,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
42,CNOR-NORD,361.6,361.6,3850.0,2381.0
42,CSUD-SARD,-365.5,-365.5,720.0,900.0
42,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
43,CALA-SICI,308.0,308.0,1687.0,1601.0
43,CALA-SUD,855.6,855.6,2639.0,1665.0
43,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
43,CNOR-NORD,422.2,422.2,3850.0,2381.0
43,CSUD-SARD,-390.0,-390.0,720.0,900.0
43,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
44,CALA-SICI,262.5,262.5,1687.0,1601.0
44,CALA-SUD,812.3,812.3,2639.0,1665.0
44,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
44,CNOR-NORD,473.2,473.2,3850.0,2381.0
44,CSUD-SARD,-406.6,-406.6,720.0,900.0
44,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
45,CALA-SICI,266.1,266.1,1687.0,1601.0
45,CALA-SUD,745.3,745.3,2639.0,1665.0
45,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
45,CNOR-NORD,498.5,498.5,3950.0,2381.0
45,CSUD-SARD,-159.3,-134.1,720.0,900.0
45,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
46,CALA-SICI,271.7,271.7,1687.0,1601.0
46,CALA-SUD,698.8,698.8,2639.0,1665.0
46,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
46,CNOR-NORD,528.0,528.0,3950.0,2381.0
46,CSUD-SARD,-102.2,-89.3,720.0,900.0
46,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
47,CALA-SICI,231.1,231.1,1687.0,1601.0
47,CALA-SUD,608.9,608.9,2639.0,1665.0
47,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
47,CNOR-NORD,356.1,356.1,3950.0,2381.0
47,CSUD-SARD,-39.8,-74.5,720.0,900.0
47,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
48,CALA-SICI,271.1,271.1,1687.0,1601.0
48,CALA-SUD,619.8,619.8,2639.0,1665.0
48,CNOR-CSUD,-2000.0,-2000.0,2009.0,2000.0
48,CNOR-NORD,233.0,227.8,3950.0,2381.0
48,CSUD-SARD,-46.2,-46.2,720.0,900.0
48,CSUD-SUD,-3500.0,-3500.0,2865.0,3500.0
49,CALA-SICI,230.2,231.5,1693.0,1636.0
49,CALA-SUD,462.0,460.7,2699.0,1695.0
49,CNOR-CSUD,-1806.5,-1806.5,2075.0,2000.0
49,CNOR-NORD,111.4,111.4,3923.0,2512.0
49,CSUD-SARD,-181.8,-181.8,720.0,900.0
49,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
50,CALA-SICI,221.9,221.9,1693.0,1636.0
50,CALA-SUD,477.4,477.4,2699.0,1695.0
50,CNOR-CSUD,-1716.3,-1716.3,2075.0,2000.0
50,CNOR-NORD,49.9,49.9,3923.0,2512.0
50,CSUD-SARD,-179.0,-150.6,720.0,900.0
50,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
51,CALA-SICI,239.2,239.2,1693.0,1636.0
51,CALA-SUD,464.6,464.6,2699.0,1695.0
51,CNOR-CSUD,-2000.0,-2000.0,2075.0,2000.0
51,CNOR-NORD,405.8,405.8,3923.0,2512.0
51,CSUD-SARD,-485.2,-485.2,720.0,900.0
51,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
52,CALA-SICI,235.6,235.6,1693.0,1636.0
52,CALA-SUD,450.4,450.4,2699.0,1695.0
52,CNOR-CSUD,-2000.0,-2000.0,2075.0,2000.0
52,CNOR-NORD,410.4,410.4,3923.0,2512.0
52,CSUD-SARD,-477.9,-477.9,720.0,900.0
52,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
53,CALA-SICI,277.6,277.6,1693.0,1636.0
53,CALA-SUD,436.2,436.2,2699.0,1695.0
53,CNOR-CSUD,-2000.0,-2000.0,2075.0,2000.0
53,CNOR-NORD,450.9,450.9,3923.0,2512.0
53,CSUD-SARD,-505.3,-505.3,720.0,900.0
53,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
54,CALA-SICI,264.7,264.7,1693.0,1636.0
54,CALA-SUD,462.0,462.0,2699.0,1695.0
54,CNOR-CSUD,-2000.0,-2000.0,2075.0,2000.0
54,CNOR-NORD,470.8,470.8,3923.0,2512.0
54,CSUD-SARD,-501.4,-501.4,720.0,900.0
54,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
55,CALA-SICI,286.2,286.2,1693.0,1636.0
55,CALA-SUD,486.2,486.2,2699.0,1695.0
55,CNOR-CSUD,-1977.4,-1977.4,2075.0,2000.0
55,CNOR-NORD,472.2,472.2,3923.0,2512.0
55,CSUD-SARD,-369.8,-401.6,720.0,900.0
55,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
56,CALA-SICI,310.8,310.8,1693.0,1636.0
56,CALA-SUD,547.4,547.4,2699.0,1695.0
56,CNOR-CSUD,-2000.0,-2000.0,2075.0,2000.0
56,CNOR-NORD,398.6,398.6,3923.0,2512.0
56,CSUD-SARD,-515.1,-430.6,720.0,900.0
56,CSUD-SUD,-2992.0,-2992.0,2925.0,2992.0
57,CALA-SICI,313.9,313.9,1693.0,1684.0
57,CALA-SUD,740.6,740.6,2844.0,1709.0
57,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
57,CNOR-NORD,404.4,404.4,3929.0,2579.0
57,CSUD-SARD,-498.4,-498.4,720.0,900.0
57,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
58,CALA-SICI,397.4,399.1,1693.0,1684.0
58,CALA-SUD,839.0,837.0,2844.0,1709.0
58,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
58,CNOR-NORD,586.5,586.5,3929.0,2579.0
58,CSUD-SARD,-488.8,-488.8,720.0,900.0
58,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
59,CALA-SICI,347.0,347.0,1693.0,1684.0
59,CALA-SUD,896.1,896.1,2844.0,1709.0
59,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
59,CNOR-NORD,620.3,620.3,3929.0,2579.0
59,CSUD-SARD,-490.4,-489.5,720.0,900.0
59,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
60,CALA-SICI,313.4,313.4,1693.0,1684.0
60,CALA-SUD,931.1,931.1,2844.0,1709.0
60,CNOR-CSUD,-1939.9,-1939.9,1861.0,2000.0
60,CNOR-NORD,500.8,500.8,3929.0,2579.0
60,CSUD-SARD,-502.8,-502.8,720.0,900.0
60,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
61,CALA-SICI,329.6,329.6,1693.0,1684.0
61,CALA-SUD,1070.8,1070.8,2844.0,1709.0
61,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
61,CNOR-NORD,468.8,468.8,3829.0,2579.0
61,CSUD-SARD,-455.6,-455.6,720.0,900.0
61,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
62,CALA-SICI,318.9,318.9,1693.0,1684.0
62,CALA-SUD,1108.3,1108.3,2844.0,1709.0
62,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
62,CNOR-NORD,450.7,450.7,3829.0,2579.0
62,CSUD-SARD,-444.6,-447.3,720.0,900.0
62,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
63,CALA-SICI,393.4,393.4,1693.0,1684.0
63,CALA-SUD,1247.4,1247.4,2844.0,1709.0
63,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
63,CNOR-NORD,361.9,361.9,3829.0,2579.0
63,CSUD-SARD,-501.8,-501.8,720.0,900.0
63,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
64,CALA-SICI,427.7,427.7,1693.0,1684.0
64,CALA-SUD,1161.9,1161.9,2844.0,1709.0
64,CNOR-CSUD,-2000.0,-2000.0,1861.0,2000.0
64,CNOR-NORD,336.5,336.5,3829.0,2579.0
64,CSUD-SARD,-471.8,-471.8,720.0,900.0
64,CSUD-SUD,-3398.0,-3398.0,2762.0,3398.0
65,CALA-SICI,106.0,106.0,1702.0,1553.0
65,CALA-SUD,1902.4,1902.4,2766.0,1664.0
65,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
65,CNOR-NORD,314.2,306.1,3935.0,3741.0
65,CSUD-SARD,-426.7,-426.7,720.0,900.0
65,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
66,CALA-SICI,93.0,93.0,1702.0,1553.0
66,CALA-SUD,1902.3,1902.3,2766.0,1664.0
66,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
66,CNOR-NORD,263.9,255.8,3935.0,3741.0
66,CSUD-SARD,-417.4,-417.4,720.0,900.0
66,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
67,CALA-SICI,22.3,22.3,1702.0,1553.0
67,CALA-SUD,1953.9,1953.9,2766.0,1664.0
67,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
67,CNOR-NORD,226.3,218.2,3935.0,3741.0
67,CSUD-SARD,-413.2,-413.2,720.0,900.0
67,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
68,CALA-SICI,-74.4,-74.4,1702.0,1553.0
68,CALA-SUD,2040.3,2040.3,2766.0,1664.0
68,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
68,CNOR-NORD,237.7,229.6,3935.0,3741.0
68,CSUD-SARD,-514.0,-514.0,720.0,900.0
68,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
69,CALA-SICI,-236.5,-236.5,1702.0,1553.0
69,CALA-SUD,2350.7,2350.7,2766.0,1664.0
69,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
69,CNOR-NORD,120.7,120.7,3935.0,3741.0
69,CSUD-SARD,-612.8,-661.0,720.0,900.0
69,CSUD-SUD,-3638.8,-3638.8,2484.0,3722.0
70,CALA-SICI,-182.9,-182.9,1702.0,1553.0
70,CALA-SUD,2232.9,2232.9,2766.0,1664.0
70,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
70,CNOR-NORD,156.0,156.0,3935.0,3741.0
70,CSUD-SARD,-647.5,-647.5,720.0,900.0
70,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
71,CALA-SICI,57.3,57.3,1702.0,1553.0
71,CALA-SUD,1981.3,1981.3,2766.0,1664.0
71,CNOR-CSUD,-1962.7,-1962.7,1655.0,2000.0
71,CNOR-NORD,121.8,121.8,3935.0,3741.0
71,CSUD-SARD,-649.8,-649.8,720.0,900.0
71,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
72,CALA-SICI,48.4,48.4,1702.0,1553.0
72,CALA-SUD,1985.6,1985.6,2766.0,1664.0
72,CNOR-CSUD,-2000.0,-2000.0,1655.0,2000.0
72,CNOR-NORD,175.8,175.8,3935.0,3741.0
72,CSUD-SARD,-711.5,-711.7,720.0,900.0
72,CSUD-SUD,-3722.0,-3722.0,2484.0,3722.0
73,CALA-SICI,167.3,167.3,1672.0,1533.0
73,CALA-SUD,1918.1,1918.1,2690.0,1699.0
73,CNOR-CSUD,-1710.1,-1840.1,1502.0,2000.0
73,CNOR-NORD,-152.0,-152.0,4075.0,3775.0
73,CSUD-SARD,-639.3,-769.3,720.0,900.0
73,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
74,CALA-SICI,14.2,14.2,1672.0,1533.0
74,CALA-SUD,2001.0,2001.0,2690.0,1699.0
74,CNOR-CSUD,-1614.5,-1744.5,1502.0,2000.0
74,CNOR-NORD,-227.6,-227.6,4075.0,3775.0
74,CSUD-SARD,-628.3,-758.3,720.0,900.0
74,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
75,CALA-SICI,174.7,174.7,1672.0,1533.0
75,CALA-SUD,2015.7,2015.7,2690.0,1699.0
75,CNOR-CSUD,-1302.9,-1354.6,1502.0,2000.0
75,CNOR-NORD,-514.4,-590.1,4075.0,3775.0
75,CSUD-SARD,-236.7,-408.4,720.0,900.0
75,CSUD-SUD,-3563.0,-3563.0,2415.0,3563.0
76,CALA-SICI,26.2,26.2,1672.0,1533.0
76,CALA-SUD,1996.0,1996.0,2690.0,1699.0
76,CNOR-CSUD,-1276.9,-1406.9,1502.0,2000.0
76,CNOR-NORD,-555.0,-555.0,4075.0,3775.0
