period,arc,flow_engine,flow_official,limit,limit_reverse
7,CNOR-NORD,-2649.8,-2649.3,2891.0,2848.0
7,CSUD-SARD,-251.8,-251.8,720.0,870.0
7,CSUD-SUD,-872.1,-872.2,4501.0,4372.0
8,CALA-SICI,900.0,900.0,900.0,900.0
8,CALA-SUD,-406.4,-406.4,2040.0,1722.0
8,CNOR-CSUD,1003.8,1005.6,3264.0,3833.0
8,CNOR-NORD,-2563.1,-2564.9,2891.0,2848.0
8,CSUD-SARD,-234.2,-234.2,720.0,870.0
8,CSUD-SUD,-953.3,-953.3,4501.0,4372.0
9,CALA-SICI,900.0,900.0,900.0,900.0
9,CALA-SUD,-386.5,-386.5,1910.0,1706.0
9,CNOR-CSUD,848.7,848.7,2909.0,3702.0
9,CNOR-NORD,-2361.3,-2361.3,2902.0,2991.0
9,CSUD-SARD,-229.6,-229.6,720.0,870.0
9,CSUD-SUD,-1000.1,-1000.1,4501.0,4282.0
10,CALA-SICI,900.0,900.0,900.0,900.0
10,CALA-SUD,-392.9,-392.9,1910.0,1706.0
10,CNOR-CSUD,883.9,883.9,2909.0,3702.0
10,CNOR-NORD,-2358.1,-2358.1,2902.0,2991.0
10,CSUD-SARD,-288.8,-288.8,720.0,870.0
10,CSUD-SUD,-965.8,-965.8,4501.0,4282.0
11,CALA-SICI,900.0,900.0,900.0,900.0
11,CALA-SUD,-415.4,-415.4,1910.0,1706.0
11,CNOR-CSUD,876.6,876.6,2909.0,3702.0
11,CNOR-NORD,-2358.4,-2358.4,2902.0,2991.0
11,CSUD-SARD,-236.9,-236.9,720.0,870.0
11,CSUD-SUD,-978.1,-978.1,4501.0,4282.0
12,CALA-SICI,900.0,900.0,900.0,900.0
12,CALA-SUD,-407.7,-407.7,1910.0,1706.0
12,CNOR-CSUD,798.8,798.8,2909.0,3702.0
12,CNOR-NORD,-2271.1,-2271.1,2902.0,2991.0
12,CSUD-SARD,-237.0,-237.0,720.0,870.0
12,CSUD-SUD,-1018.4,-1018.4,4501.0,4282.0
13,CALA-SICI,900.0,900.0,900.0,900.0
13,CALA-SUD,-386.0,-386.0,1910.0,1706.0
13,CNOR-CSUD,1005.1,1005.1,2909.0,3702.0
13,CNOR-NORD,-2436.4,-2436.4,2902.0,2991.0
13,CSUD-SARD,238.2,238.2,720.0,870.0
13,CSUD-SUD,-1181.8,-1181.8,4501.0,4282.0
14,CALA-SICI,900.0,900.0,900.0,900.0
14,CALA-SUD,-377.6,-377.6,1910.0,1706.0
14,CNOR-CSUD,1083.0,1083.0,2909.0,3702.0
14,CNOR-NORD,-2512.3,-2512.3,2902.0,2991.0
14,CSUD-SARD,284.7,284.7,720.0,870.0
14,CSUD-SUD,-1234.7,-1234.7,4501.0,4282.0
15,CALA-SICI,900.0,900.0,900.0,900.0
15,CALA-SUD,-366.6,-366.6,1910.0,1706.0
15,CNOR-CSUD,1029.4,1029.4,2909.0,3702.0
15,CNOR-NORD,-2462.9,-2462.9,2902.0,2991.0
15,CSUD-SARD,349.4,349.4,720.0,870.0
15,CSUD-SUD,-1324.5,-1324.5,4501.0,4282.0
16,CALA-SICI,900.0,900.0,900.0,900.0
16,CALA-SUD,-359.8,-359.8,1910.0,1706.0
16,CNOR-CSUD,981.7,981.7,2909.0,3702.0
16,CNOR-NORD,-2406.2,-2406.2,2902.0,2991.0
16,CSUD-SARD,307.8,307.8,720.0,870.0
16,CSUD-SUD,-1341.7,-1341.7,4501.0,4282.0
17,CALA-SICI,900.0,900.0,900.0,900.0
17,CALA-SUD,-357.3,-357.3,1931.0,1714.0
17,CNOR-CSUD,441.4,441.4,3149.0,3702.0
17,CNOR-NORD,-1879.4,-1879.4,2828.0,3001.0
17,CSUD-SARD,-144.2,-144.2,720.0,870.0
17,CSUD-SUD,-1362.8,-1362.8,4333.0,4508.0
18,CALA-SICI,900.0,900.0,900.0,900.0
18,CALA-SUD,-346.0,-346.0,1931.0,1714.0
18,CNOR-CSUD,510.4,510.4,3149.0,3702.0
18,CNOR-NORD,-1970.9,-1970.9,2828.0,3001.0
18,CSUD-SARD,-263.8,-263.8,720.0,870.0
18,CSUD-SUD,-1357.4,-1357.4,4333.0,4508.0
19,CALA-SICI,900.0,900.0,900.0,900.0
19,CALA-SUD,-370.6,-370.6,1931.0,1714.0
19,CNOR-CSUD,510.3,510.3,3149.0,3702.0
19,CNOR-NORD,-1988.8,-1988.8,2828.0,3001.0
19,CSUD-SARD,-259.7,-259.7,720.0,870.0
19,CSUD-SUD,-1338.6,-1338.6,4333.0,4508.0
20,CALA-SICI,900.0,900.0,900.0,900.0
20,CALA-SUD,-362.8,-362.8,1931.0,1714.0
20,CNOR-CSUD,338.6,338.6,3149.0,3702.0
20,CNOR-NORD,-1800.5,-1800.5,2828.0,3001.0
20,CSUD-SARD,-291.5,-291.5,720.0,870.0
20,CSUD-SUD,-1420.1,-1420.1,4333.0,4508.0
21,CALA-SICI,900.0,900.0,900.0,900.0
21,CALA-SUD,-367.2,-367.2,1931.0,1714.0
21,CNOR-CSUD,753.6,753.6,3149.0,3702.0
21,CNOR-NORD,-2253.6,-2253.6,2828.0,3001.0
21,CSUD-SARD,-256.5,-256.5,720.0,870.0
21,CSUD-SUD,-973.6,-973.6,4333.0,4508.0
22,CALA-SICI,900.0,900.0,900.0,900.0
22,CALA-SUD,-337.2,-337.2,1931.0,1714.0
22,CNOR-CSUD,655.8,655.8,3149.0,3702.0
22,CNOR-NORD,-2174.3,-2174.3,2828.0,3001.0
22,CSUD-SARD,-292.5,-292.5,720.0,870.0
22,CSUD-SUD,-1059.3,-1059.3,4333.0,4508.0
23,CALA-SICI,900.0,900.0,900.0,900.0
23,CALA-SUD,-342.1,-342.1,1931.0,1714.0
23,CNOR-CSUD,646.5,646.5,3149.0,3702.0
23,CNOR-NORD,-2158.9,-2158.9,2828.0,3001.0
23,CSUD-SARD,-299.3,-299.3,720.0,870.0
23,CSUD-SUD,-1095.4,-1095.4,4333.0,4508.0
24,CALA-SICI,900.0,900.0,900.0,900.0
24,CALA-SUD,83.9,83.9,1931.0,1714.0
24,CNOR-CSUD,103.0,103.0,3149.0,3702.0
24,CNOR-NORD,-1639.7,-1639.7,2828.0,3001.0
24,CSUD-SARD,-346.3,-346.3,720.0,870.0
24,CSUD-SUD,-1559.9,-1559.9,4333.0,4508.0
25,CALA-SICI,900.0,900.0,900.0,900.0
25,CALA-SUD,72.7,72.7,1874.0,1695.0
25,CNOR-CSUD,-173.3,-173.3,2947.0,3711.0
25,CNOR-NORD,-1252.6,-1252.6,2713.0,2969.0
25,CSUD-SARD,-325.9,-325.9,720.0,900.0
25,CSUD-SUD,-1985.2,-1985.2,4209.0,3876.0
26,CALA-SICI,900.0,900.0,900.0,900.0
26,CALA-SUD,50.3,50.3,1874.0,1695.0
26,CNOR-CSUD,-553.8,-553.8,2947.0,3711.0
26,CNOR-NORD,-895.9,-895.9,2713.0,2969.0
26,CSUD-SARD,-770.6,-770.6,720.0,900.0
26,CSUD-SUD,-1944.1,-1944.1,4209.0,3876.0
27,CALA-SICI,900.0,900.0,900.0,900.0
27,CALA-SUD,69.6,69.6,1874.0,1695.0
27,CNOR-CSUD,-54.6,-54.6,2947.0,3711.0
27,CNOR-NORD,-1428.7,-1428.7,2713.0,2969.0
27,CSUD-SARD,-318.1,-318.1,720.0,900.0
27,CSUD-SUD,-1967.1,-1967.1,4209.0,3876.0
28,CALA-SICI,900.0,900.0,900.0,900.0
28,CALA-SUD,75.0,75.0,1874.0,1695.0
28,CNOR-CSUD,-84.5,-84.5,2947.0,3711.0
28,CNOR-NORD,-1488.6,-1488.6,2713.0,2969.0
28,CSUD-SARD,-338.4,-338.4,720.0,900.0
28,CSUD-SUD,-2020.2,-2020.2,4209.0,3876.0
29,CALA-SICI,900.0,900.0,900.0,900.0
29,CALA-SUD,391.2,391.2,1874.0,1695.0
29,CNOR-CSUD,-1189.4,-1189.4,2847.0,3711.0
29,CNOR-NORD,-432.2,-432.2,2713.0,2969.0
29,CSUD-SARD,-900.0,-900.0,720.0,900.0
29,CSUD-SUD,-2570.4,-2570.4,4209.0,3876.0
30,CALA-SICI,900.0,900.0,900.0,900.0
30,CALA-SUD,373.5,373.5,1874.0,1695.0
30,CNOR-CSUD,-1211.9,-1211.9,2847.0,3711.0
30,CNOR-NORD,-496.8,-496.8,2713.0,2969.0
30,CSUD-SARD,-900.0,-900.0,720.0,900.0
30,CSUD-SUD,-2575.6,-2575.6,4209.0,3876.0
31,CALA-SICI,900.0,900.0,900.0,900.0
31,CALA-SUD,330.9,330.9,1874.0,1695.0
31,CNOR-CSUD,-1055.9,-1055.9,2847.0,3711.0
31,CNOR-NORD,-744.3,-744.2,2713.0,2969.0
31,CSUD-SARD,-900.0,-900.0,720.0,900.0
31,CSUD-SUD,-2566.1,-2566.1,4209.0,3876.0
32,CALA-SICI,900.0,900.0,900.0,900.0
32,CALA-SUD,349.4,349.4,1874.0,1695.0
32,CNOR-CSUD,-1271.9,-1271.9,2847.0,3711.0
32,CNOR-NORD,-574.2,-574.2,2713.0,2969.0
32,CSUD-SARD,-900.0,-900.0,720.0,900.0
32,CSUD-SUD,-2706.1,-2706.1,4209.0,3876.0
33,CALA-SICI,800.0,800.0,800.0,800.0
33,CALA-SUD,301.2,301.2,2000.0,1596.0
33,CNOR-CSUD,-1412.0,-1411.7,2660.0,3238.0
33,CNOR-NORD,-457.4,-457.8,2794.0,2855.0
33,CSUD-SARD,-900.0,-900.0,720.0,900.0
33,CSUD-SUD,-2629.2,-2629.2,2840.0,3503.0
34,CALA-SICI,741.4,753.7,800.0,800.0
34,CALA-SUD,404.2,392.6,2000.0,1596.0
34,CNOR-CSUD,-1715.6,-1710.5,2660.0,3238.0
34,CNOR-NORD,-135.7,-139.4,2794.0,2855.0
34,CSUD-SARD,-900.0,-900.0,720.0,900.0
34,CSUD-SUD,-2897.5,-2890.1,2840.0,3503.0
35,CALA-SICI,727.8,727.8,800.0,800.0
35,CALA-SUD,396.2,396.2,2000.0,1596.0
35,CNOR-CSUD,-1875.1,-1875.1,2660.0,3238.0
35,CNOR-NORD,2.6,2.6,2794.0,2855.0
35,CSUD-SARD,-746.4,-746.4,720.0,900.0
35,CSUD-SUD,-3053.8,-3053.8,2840.0,3503.0
36,CALA-SICI,685.9,685.9,800.0,800.0
36,CALA-SUD,480.3,480.3,2000.0,1596.0
36,CNOR-CSUD,-2315.3,-2315.3,2660.0,3238.0
36,CNOR-NORD,449.9,449.9,2794.0,2855.0
36,CSUD-SARD,-742.2,-742.2,720.0,900.0
36,CSUD-SUD,-3291.4,-3291.4,2840.0,3503.0
37,CALA-SICI,440.2,440.2,800.0,800.0
37,CALA-SUD,549.7,549.7,2000.0,1596.0
37,CNOR-CSUD,-2460.0,-2460.0,2860.0,3238.0
37,CNOR-NORD,833.9,833.9,2794.0,2855.0
37,CSUD-SARD,-802.3,-802.3,720.0,900.0
37,CSUD-SUD,-3294.1,-3294.1,2840.0,3503.0
38,CALA-SICI,356.4,356.4,800.0,800.0
38,CALA-SUD,650.5,650.5,2000.0,1596.0
38,CNOR-CSUD,-2726.8,-2726.8,2860.0,3238.0
38,CNOR-NORD,1140.0,1140.0,2794.0,2855.0
38,CSUD-SARD,-783.4,-783.4,720.0,900.0
38,CSUD-SUD,-3494.1,-3494.1,2840.0,3503.0
39,CALA-SICI,358.9,364.2,800.0,800.0
39,CALA-SUD,645.6,641.7,2000.0,1596.0
39,CNOR-CSUD,-3050.6,-3050.6,2860.0,3238.0
39,CNOR-NORD,1594.2,1594.2,2794.0,2855.0
39,CSUD-SARD,-900.0,-900.0,720.0,900.0
39,CSUD-SUD,-3503.0,-3503.0,2840.0,3503.0
40,CALA-SICI,323.2,332.9,800.0,800.0
40,CALA-SUD,531.5,526.2,2000.0,1596.0
40,CNOR-CSUD,-3090.5,-3090.5,2860.0,3238.0
40,CNOR-NORD,1648.8,1648.8,2794.0,2855.0
40,CSUD-SARD,-900.0,-900.0,720.0,900.0
40,CSUD-SUD,-3503.0,-3503.0,2840.0,3503.0
41,CALA-SICI,95.6,95.6,800.0,800.0
41,CALA-SUD,981.9,981.9,2000.0,1625.0
41,CNOR-CSUD,-3292.0,-3292.0,2871.0,3292.0
41,CNOR-NORD,1956.2,1956.2,3099.0,2884.0
41,CSUD-SARD,-900.0,-900.0,720.0,900.0
41,CSUD-SUD,-3766.0,-3766.0,2740.0,3766.0
42,CALA-SICI,45.3,45.3,800.0,800.0
42,CALA-SUD,898.0,898.0,2000.0,1625.0
42,CNOR-CSUD,-3292.0,-3292.0,2871.0,3292.0
42,CNOR-NORD,1973.8,1973.8,3099.0,2884.0
42,CSUD-SARD,-900.0,-900.0,720.0,900.0
42,CSUD-SUD,-3721.0,-3721.0,2740.0,3766.0
43,CALA-SICI,19.7,2.9,800.0,800.0
43,CALA-SUD,921.1,935.2,2000.0,1625.0
43,CNOR-CSUD,-3292.0,-3292.0,2871.0,3292.0
43,CNOR-NORD,1955.6,1955.6,3099.0,2884.0
43,CSUD-SARD,-900.0,-900.0,720.0,900.0
43,CSUD-SUD,-3766.0,-3766.0,2740.0,3766.0
44,CALA-SICI,-91.6,-91.6,800.0,800.0
44,CALA-SUD,439.7,439.7,2000.0,1625.0
44,CNOR-CSUD,-3037.6,-3037.6,2871.0,3292.0
44,CNOR-NORD,1653.5,1653.5,3099.0,2884.0
44,CSUD-SARD,-900.0,-900.0,720.0,900.0
44,CSUD-SUD,-3355.9,-3355.9,2740.0,3766.0
45,CALA-SICI,-96.5,-96.5,800.0,800.0
45,CALA-SUD,446.9,446.9,2000.0,1625.0
45,CNOR-CSUD,-3292.0,-3292.0,2871.0,3292.0
45,CNOR-NORD,1707.8,1707.8,3099.0,2884.0
45,CSUD-SARD,-900.0,-900.0,720.0,900.0
45,CSUD-SUD,-3584.6,-3584.6,2740.0,3766.0
46,CALA-SICI,-143.7,-143.7,800.0,800.0
46,CALA-SUD,527.1,527.1,2000.0,1625.0
46,CNOR-CSUD,-3292.0,-3292.0,2871.0,3292.0
46,CNOR-NORD,1706.1,1706.1,3099.0,2884.0
46,CSUD-SARD,-900.0,-900.0,720.0,900.0
46,CSUD-SUD,-3634.5,-3634.5,2740.0,3766.0
47,CALA-SICI,-205.8,-205.8,800.0,800.0
47,CALA-SUD,610.9,610.9,2000.0,1625.0
47,CNOR-CSUD,-3168.4,-3168.4,2871.0,3292.0
47,CNOR-NORD,1650.7,1650.7,3099.0,2884.0
47,CSUD-SARD,-442.1,-442.1,720.0,900.0
47,CSUD-SUD,-3766.0,-3766.0,2740.0,3766.0
48,CALA-SICI,-192.2,-192.2,800.0,800.0
48,CALA-SUD,586.4,586.4,2000.0,1625.0
48,CNOR-CSUD,-3070.0,-3070.0,2871.0,3292.0
48,CNOR-NORD,1481.8,1481.8,3099.0,2884.0
48,CSUD-SARD,-462.9,-462.9,720.0,900.0
48,CSUD-SUD,-3676.9,-3676.9,2740.0,3766.0
49,CALA-SICI,-214.9,-214.9,800.0,800.0
49,CALA-SUD,607.8,607.8,2000.0,1651.0
49,CNOR-CSUD,-2916.0,-2916.0,2809.0,3293.0
49,CNOR-NORD,1491.1,1491.1,3194.0,2815.0
49,CSUD-SARD,-900.0,-900.0,720.0,900.0
49,CSUD-SUD,-3434.5,-3434.5,2400.0,3915.0
50,CALA-SICI,-307.1,-307.1,800.0,800.0
50,CALA-SUD,720.9,720.9,2000.0,1651.0
50,CNOR-CSUD,-2691.9,-2706.7,2809.0,3293.0
50,CNOR-NORD,1323.8,1338.6,3194.0,2815.0
50,CSUD-SARD,-416.4,-416.4,720.0,900.0
50,CSUD-SUD,-3629.9,-3629.9,2400.0,3915.0
51,CALA-SICI,-195.9,-195.9,800.0,800.0
51,CALA-SUD,564.9,564.9,2000.0,1651.0
51,CNOR-CSUD,-2708.6,-2708.6,2809.0,3293.0
51,CNOR-NORD,1280.4,1280.4,3194.0,2815.0
51,CSUD-SARD,-900.0,-900.0,720.0,900.0
51,CSUD-SUD,-3284.9,-3284.9,2400.0,3915.0
52,CALA-SICI,-303.0,-303.0,800.0,800.0
52,CALA-SUD,737.9,737.9,2000.0,1651.0
52,CNOR-CSUD,-2672.1,-2672.1,2809.0,3293.0
52,CNOR-NORD,1397.1,1397.1,3194.0,2815.0
52,CSUD-SARD,-447.6,-447.6,720.0,900.0
52,CSUD-SUD,-3600.0,-3600.0,2400.0,3915.0
53,CALA-SICI,-282.3,-282.3,1150.0,1150.0
53,CALA-SUD,709.0,709.0,2000.0,1651.0
53,CNOR-CSUD,-2853.0,-2842.3,2809.0,3293.0
53,CNOR-NORD,1637.4,1626.8,3194.0,2815.0
53,CSUD-SARD,-460.5,-460.5,720.0,900.0
53,CSUD-SUD,-3671.2,-3671.2,2400.0,3915.0
54,CALA-SICI,-295.3,-295.3,1150.0,1150.0
54,CALA-SUD,722.2,722.2,2000.0,1651.0
54,CNOR-CSUD,-2742.3,-2742.3,2809.0,3293.0
54,CNOR-NORD,1580.9,1580.9,3194.0,2815.0
54,CSUD-SARD,-452.3,-452.3,720.0,900.0
54,CSUD-SUD,-3669.0,-3669.0,2400.0,3915.0
55,CALA-SICI,-282.6,-282.6,1150.0,1150.0
55,CALA-SUD,688.5,688.5,2000.0,1651.0
55,CNOR-CSUD,-2588.1,-2588.1,2809.0,3293.0
55,CNOR-NORD,1328.1,1328.1,3194.0,2815.0
55,CSUD-SARD,-461.0,-461.0,720.0,900.0
55,CSUD-SUD,-3602.9,-3602.9,2400.0,3915.0
56,CALA-SICI,-317.2,-317.2,1150.0,1150.0
56,CALA-SUD,745.2,745.2,2000.0,1651.0
56,CNOR-CSUD,-2677.3,-2677.3,2809.0,3293.0
56,CNOR-NORD,1438.2,1438.2,3194.0,2815.0
56,CSUD-SARD,-471.3,-471.3,720.0,900.0
56,CSUD-SUD,-3642.5,-3642.5,2400.0,3915.0
57,CALA-SICI,-323.7,-323.7,1150.0,1150.0
57,CALA-SUD,700.1,700.1,2000.0,1619.0
57,CNOR-CSUD,-3101.7,-3101.7,3264.0,3300.0
57,CNOR-NORD,1806.2,1806.2,2939.0,2871.0
57,CSUD-SARD,-900.0,-900.0,720.0,900.0
57,CSUD-SUD,-3523.6,-3523.6,3926.0,3860.0
58,CALA-SICI,-314.4,-314.4,1150.0,1150.0
58,CALA-SUD,700.1,700.1,2000.0,1619.0
58,CNOR-CSUD,-2948.7,-2948.7,3264.0,3300.0
58,CNOR-NORD,1589.1,1589.1,2939.0,2871.0
58,CSUD-SARD,-900.0,-900.0,720.0,900.0
58,CSUD-SUD,-3479.3,-3479.3,3926.0,3860.0
59,CALA-SICI,-338.8,-349.6,1150.0,1150.0
59,CALA-SUD,683.4,694.2,2000.0,1619.0
59,CNOR-CSUD,-2614.1,-2624.9,3264.0,3300.0
59,CNOR-NORD,1205.9,1216.7,2939.0,2871.0
59,CSUD-SARD,-530.4,-530.4,720.0,900.0
59,CSUD-SUD,-3448.5,-3459.3,3926.0,3860.0
60,CALA-SICI,-348.8,-348.8,1150.0,1150.0
60,CALA-SUD,705.0,705.0,2000.0,1619.0
60,CNOR-CSUD,-2549.0,-2549.0,3264.0,3300.0
60,CNOR-NORD,1182.8,1182.8,2939.0,2871.0
60,CSUD-SARD,-497.1,-497.1,720.0,900.0
60,CSUD-SUD,-3453.9,-3453.9,3926.0,3860.0
61,CALA-SICI,-260.2,-260.2,1150.0,1150.0
61,CALA-SUD,515.2,515.2,2000.0,1619.0
61,CNOR-CSUD,-2847.2,-2847.2,3064.0,3300.0
61,CNOR-NORD,1268.8,1268.8,2939.0,2871.0
61,CSUD-SARD,-900.0,-900.0,720.0,900.0
61,CSUD-SUD,-3420.0,-3420.0,3926.0,3860.0
62,CALA-SICI,-275.9,-275.9,1150.0,1150.0
62,CALA-SUD,512.4,512.4,2000.0,1619.0
62,CNOR-CSUD,-2839.5,-2839.5,3064.0,3300.0
62,CNOR-NORD,1272.7,1272.7,2939.0,2871.0
62,CSUD-SARD,-900.0,-900.0,720.0,900.0
62,CSUD-SUD,-3400.1,-3400.1,3926.0,3860.0
63,CALA-SICI,-322.6,-343.2,1150.0,1150.0
63,CALA-SUD,587.6,604.3,2000.0,1619.0
63,CNOR-CSUD,-3171.5,-3155.6,3064.0,3300.0
63,CNOR-NORD,1695.4,1674.0,2939.0,2871.0
63,CSUD-SARD,-900.0,-900.0,720.0,900.0
63,CSUD-SUD,-3620.2,-3615.4,3926.0,3860.0
64,CALA-SICI,-317.0,-317.0,1150.0,1150.0
64,CALA-SUD,590.8,578.9,2000.0,1619.0
64,CNOR-CSUD,-3038.6,-3046.8,3064.0,3300.0
64,CNOR-NORD,1552.6,1560.8,2939.0,2871.0
64,CSUD-SARD,-900.0,-900.0,720.0,900.0
64,CSUD-SUD,-3592.1,-3600.3,3926.0,3860.0
65,CALA-SICI,-156.2,-156.2,1150.0,1150.0
65,CALA-SUD,531.4,531.4,1780.0,1689.0
65,CNOR-CSUD,-2947.4,-2947.4,3373.0,3580.0
65,CNOR-NORD,1315.8,1315.8,2758.0,3224.0
65,CSUD-SARD,-900.0,-900.0,720.0,900.0
65,CSUD-SUD,-3602.0,-3602.0,4238.0,3803.0
66,CALA-SICI,-94.5,-94.5,1150.0,1150.0
66,CALA-SUD,566.2,566.2,1780.0,1689.0
66,CNOR-CSUD,-2987.7,-2987.7,3373.0,3580.0
66,CNOR-NORD,1354.1,1354.1,2758.0,3224.0
66,CSUD-SARD,-900.0,-900.0,720.0,900.0
66,CSUD-SUD,-3706.1,-3706.1,4238.0,3803.0
67,CALA-SICI,64.2,60.2,1150.0,1150.0
67,CALA-SUD,443.9,448.2,1780.0,1689.0
67,CNOR-CSUD,-2840.8,-2853.7,3373.0,3580.0
67,CNOR-NORD,1144.1,1157.7,2758.0,3224.0
67,CSUD-SARD,-900.0,-900.0,720.0,900.0
67,CSUD-SUD,-3547.6,-3554.8,4238.0,3803.0
68,CALA-SICI,119.8,119.8,1150.0,1150.0
68,CALA-SUD,470.7,470.7,1780.0,1689.0
68,CNOR-CSUD,-2707.6,-2707.6,3373.0,3580.0
68,CNOR-NORD,956.6,956.6,2758.0,3224.0
68,CSUD-SARD,-900.0,-900.0,720.0,900.0
68,CSUD-SUD,-3390.2,-3390.2,4238.0,3803.0
69,CALA-SICI,301.6,303.2,1150.0,1150.0
69,CALA-SUD,388.6,387.0,1780.0,1689.0
69,CNOR-CSUD,-2677.1,-2673.8,3173.0,3580.0
69,CNOR-NORD,973.3,970.0,2758.0,3224.0
69,CSUD-SARD,-883.9,-883.9,720.0,900.0
69,CSUD-SUD,-3344.5,-3342.9,4238.0,3803.0
70,CALA-SICI,362.8,362.8,1150.0,1150.0
70,CALA-SUD,421.9,421.9,1780.0,1689.0
70,CNOR-CSUD,-2986.4,-2986.4,3173.0,3580.0
70,CNOR-NORD,1318.4,1318.4,2758.0,3224.0
70,CSUD-SARD,-850.7,-850.7,720.0,900.0
70,CSUD-SUD,-3535.4,-3535.4,4238.0,3803.0
71,CALA-SICI,483.3,483.3,1150.0,1150.0
71,CALA-SUD,281.7,281.7,1780.0,1689.0
71,CNOR-CSUD,-2970.7,-2970.7,3173.0,3580.0
71,CNOR-NORD,1169.0,1169.0,2758.0,3224.0
71,CSUD-SARD,-815.6,-815.6,720.0,900.0
71,CSUD-SUD,-3601.6,-3601.6,4238.0,3803.0
72,CALA-SICI,591.2,591.2,1150.0,1150.0
72,CALA-SUD,227.0,227.0,1780.0,1689.0
72,CNOR-CSUD,-2480.4,-2474.5,3173.0,3580.0
72,CNOR-NORD,638.1,632.2,2758.0,3224.0
72,CSUD-SARD,-743.0,-743.0,720.0,900.0
72,CSUD-SUD,-3307.4,-3307.4,4238.0,3803.0
73,CALA-SICI,849.9,849.9,1050.0,1050.0
73,CALA-SUD,218.8,218.8,1968.0,1732.0
73,CNOR-CSUD,-1726.5,-1726.5,2866.0,3546.0
73,CNOR-NORD,-386.4,-386.4,2562.0,3032.0
73,CSUD-SARD,-507.5,-507.5,720.0,900.0
73,CSUD-SUD,-3306.3,-3306.3,3671.0,3977.0
74,CALA-SICI,968.5,968.5,1050.0,1050.0
74,CALA-SUD,639.1,639.1,1968.0,1732.0
74,CNOR-CSUD,-1715.3,-1715.3,2866.0,3546.0
74,CNOR-NORD,-388.6,-388.6,2562.0,3032.0
74,CSUD-SARD,-422.6,-422.6,720.0,900.0
74,CSUD-SUD,-3551.7,-3551.7,3671.0,3977.0
75,CALA-SICI,1050.0,1050.0,1050.0,1050.0
75,CALA-SUD,568.3,567.8,1968.0,1732.0
75,CNOR-CSUD,-1753.8,-1752.7,2866.0,3546.0
75,CNOR-NORD,-468.3,-461.3,2562.0,3032.0
75,CSUD-SARD,-900.0,-900.0,720.0,900.0
75,CSUD-SUD,-3278.7,-3270.7,3671.0,3977.0
76,CALA-SICI,1050.0,1050.0,1050.0,1050.0
76,CALA-SUD,542.1,542.1,1968.0,1732.0
76,CNOR-CSUD,-1449.8,-1449.8,2866.0,3546.0
76,CNOR-NORD,-751.4,-751.4,2562.0,3032.0
76,CSUD-SARD,-900.0,-900.0,720.0,900.0
76,CSUD-SUD,-3097.5,-3097.5,3671.0,3977.0
77,CALA-SICI,1050.0,1050.0,1050.0,1050.0
77,CALA-SUD,572.7,572.7,1968.0,1732.0
77,CNOR-CSUD,-1346.5,-1346.5,2866.0,3546.0
