block,zone,side,price,mar,volume,status_official,status_engine,ratio_engine,ratio_official,weighted_price
995898164357620,SUD,-1,0.0,0.0,28.799999999999997,ACC,accepted,1.0,1.0,129.1828125
995898163845521,NORD,-1,108.82,1.0,3936.0,ACC,accepted,1.0,1.0,123.89916666666666
995898163845522,NORD,-1,107.76,1.0,11620.0,ACC,accepted,1.0,1.0,161.99984509466438
995898164520886,SUD,-1,134.16,1.0,12526.0,REJ,rejected,0.0,0.0,126.41035366437808
995898164520885,SUD,-1,143.48,1.0,11094.0,ACC,accepted,1.0,1.0,145.42278258518115
995898164520887,SUD,-1,134.16,1.0,7775.0,ACC,accepted,1.0,1.0,147.0999691318328
995898163845515,NORD,-1,136.56,1.0,23484.0,ACC,accepted,1.0,1.0,166.30630344064045
995898163845523,NORD,-1,155.02,1.0,23816.0,ACC,accepted,1.0,1.0,166.28274143432986
995898163845516,NORD,-1,109.75,1.0,5128.0,ACC,accepted,1.0,1.0,123.89666926677067
995898164532574,SUD,-1,115.45,0.5,9580.0,ACC,accepted,1.0,1.0,118.20376617954072
995898164532575,SUD,-1,122.0,0.5,8452.0,ACC,accepted,1.0,1.0,135.56918362517746
995898164532576,SUD,-1,110.0,0.5,7404.0,ACC,accepted,1.0,1.0,111.06738114532685
995898164532577,SUD,-1,122.0,0.5,13596.0,ACC,accepted,1.0,1.0,144.8068733451015
995898163861049,CALA,-1,130.0,0.9,23064.3,ACC,accepted,1.0,1.0,134.90164453289282
995898163857452,CALA,-1,140.72,0.9,10223.6,REJ,rejected,0.0,0.0,123.40156011581047
995898163857451,CALA,-1,145.46,0.9,10069.6,PREJ,paradoxically_rejected,0.0,0.0,145.9554764836736
995898164112457,NORD,-1,166.18,1.0,20160.0,PREJ,paradoxically_rejected,0.0,0.0,167.19482142857143
995898164047117,CALA,-1,128.0,1.0,9972.4,REJ,rejected,0.0,0.0,118.08001554289841
995898164047118,CALA,-1,126.7,1.0,6666.4,ACC,accepted,1.0,1.0,140.2994446777871
995898164047119,CALA,-1,126.7,1.0,8319.2,REJ,rejected,0.0,0.0,109.07283128185401
995898164511869,CSUD,-1,136.7,0.9,10122.4,ACC,accepted,1.0,1.0,146.82996473168419
995898164511868,CSUD,-1,138.96,0.9,11423.5,ACC,accepted,1.0,1.0,162.07939046701972
995898164280245,CSUD,-1,141.0,1.0,9618.4,REJ,rejected,0.0,0.0,125.85428127339266
995898164280244,CSUD,-1,137.75,0.9,24431.3,ACC,accepted,1.0,1.0,154.4203736600181
995898164520882,SUD,-1,133.12,1.0,12728.0,REJ,rejected,0.0,0.0,128.45392363293527
995898164520884,SUD,-1,132.72,1.0,13648.0,REJ,rejected,0.0,0.0,130.72073563892144
995898164520883,SUD,-1,117.75,1.0,5814.0,REJ,rejected,0.0,0.0,114.35630546955625
995898164520880,SUD,-1,144.53,1.0,11688.0,PREJ,paradoxically_rejected,0.0,0.0,144.5927618069815
995898164520881,SUD,-1,145.53,1.0,7916.0,ACC,accepted,1.0,1.0,146.4662329459323
995898163845517,NORD,-1,110.59,1.0,4920.0,ACC,accepted,1.0,1.0,123.89916666666667
995898163845524,NORD,-1,122.96,1.0,9360.0,PREJ,forced_rejected,0.0,0.0,123.89916666666666
995898163845518,NORD,-1,111.61,1.0,12256.0,ACC,accepted,1.0,1.0,160.78526109660575
995898163845519,NORD,-1,111.61,1.0,15140.0,ACC,accepted,1.0,1.0,162.97303500660502
995898163845520,NORD,-1,131.59,1.0,36928.0,ACC,accepted,1.0,1.0,152.43363301559793
995898164047114,NORD,-1,130.1,1.0,10385.6,REJ,rejected,0.0,0.0,123.89852295486057
995898164047115,NORD,-1,128.9,1.0,6918.0,ACC,accepted,1.0,1.0,185.23236094246892
995898164047116,NORD,-1,128.9,1.0,8592.0,ACC,accepted,1.0,1.0,137.82811126629423
995898164195951,CSUD,-1,158.0,0.8,11261.2,REJ,rejected,0.0,0.0,147.23019749227436
995898164272454,CSUD,-1,162.0,0.8,11241.6,REJ,rejected,0.0,0.0,147.28106479504697
995898163859848,NORD,-1,149.8,0.8,1565.6,ACC,accepted,1.0,1.0,153.975
995898163854419,NORD,-1,158.5,0.8,4341.6,REJ,rejected,0.0,0.0,140.5529726368159
995898164131542,NORD,-1,136.0,0.8,38274.6,ACC,accepted,1.0,1.0,170.82248109712447
