period,zone,price_engine,price_official,diff,coherence
15,CSUD,125.2,125.2,0.0,OK
15,SUD,125.2,125.2,0.0,OK
15,CALA,125.2,125.2,0.0,OK
15,SICI,125.2,125.2,0.0,OK
15,SARD,125.2,125.2,0.0,OK
16,NORD,125.23,125.23,0.0,OK
16,CNOR,125.23,125.23,0.0,OK
16,CSUD,125.23,125.23,0.0,OK
16,SUD,125.23,125.23,0.0,OK
16,CALA,125.23,125.23,0.0,OK
16,SICI,125.23,125.23,0.0,OK
16,SARD,125.23,125.23,0.0,OK
17,NORD,116.98,116.98,0.0,OK
17,CNOR,116.98,116.98,0.0,OK
17,CSUD,116.98,116.98,0.0,OK
17,SUD,107.47,107.47,0.0,OK
17,CALA,107.47,107.47,0.0,OK
17,SICI,107.47,107.47,0.0,OK
17,SARD,116.98,116.98,0.0,OK
18,NORD,116.87,116.87,0.0,OK
18,CNOR,116.87,116.87,0.0,OK
18,CSUD,116.87,116.87,0.0,OK
18,SUD,107.47,107.47,0.0,OK
18,CALA,107.47,107.47,0.0,OK
18,SICI,107.47,107.47,0.0,OK
18,SARD,116.87,116.87,0.0,OK
19,NORD,116.98,116.98,0.0,OK
19,CNOR,116.98,116.98,0.0,OK
19,CSUD,116.98,116.98,0.0,OK
19,SUD,107.47,107.47,0.0,OK
19,CALA,107.47,107.47,0.0,OK
19,SICI,107.47,107.47,0.0,OK
19,SARD,116.98,116.98,0.0,OK
20,NORD,126.32,126.32,0.0,OK
20,CNOR,126.32,126.32,0.0,OK
20,CSUD,126.32,126.32,0.0,OK
20,SUD,107.47,107.47,0.0,OK
20,CALA,107.47,107.47,0.0,OK
20,SICI,107.47,107.47,0.0,OK
20,SARD,126.32,126.32,0.0,OK
21,NORD,124.06,124.06,0.0,OK
21,CNOR,124.06,124.06,0.0,OK
21,CSUD,124.06,124.06,0.0,OK
21,SUD,107.44,107.44,0.0,OK
21,CALA,107.44,107.44,0.0,OK
21,SICI,107.44,107.44,0.0,OK
21,SARD,124.06,124.06,0.0,OK
22,NORD,125.73,125.73,0.0,OK
22,CNOR,125.73,125.73,0.0,OK
22,CSUD,125.73,125.73,0.0,OK
22,SUD,107.44,107.44,0.0,OK
22,CALA,107.44,107.44,0.0,OK
22,SICI,107.44,107.44,0.0,OK
22,SARD,125.73,125.73,0.0,OK
23,NORD,131.14,131.14,0.0,OK
23,CNOR,131.14,131.14,0.0,OK
23,CSUD,131.14,131.14,0.0,OK
23,SUD,107.67,107.67,0.0,OK
23,CALA,107.67,107.67,0.0,OK
23,SICI,107.67,107.67,0.0,OK
23,SARD,131.14,131.14,0.0,OK
24,NORD,141.69,141.69,0.0,OK
24,CNOR,141.69,141.69,0.0,OK
24,CSUD,141.69,141.69,0.0,OK
24,SUD,107.67,107.67,0.0,OK
24,CALA,107.67,107.67,0.0,OK
24,SICI,107.67,107.67,0.0,OK
24,SARD,141.69,141.69,0.0,OK
25,NORD,139.97,139.97,0.0,OK
25,CNOR,139.97,139.97,0.0,OK
25,CSUD,139.97,139.97,0.0,OK
25,SUD,106.58,106.58,0.0,OK
25,CALA,106.58,106.58,0.0,OK
25,SICI,106.58,106.58,0.0,OK
25,SARD,139.97,139.97,0.0,OK
26,NORD,147.71,147.80082,-0.09,OK
26,CNOR,147.71,147.80082,-0.09,OK
26,CSUD,147.71,147.80082,-0.09,OK
26,SUD,123.09,123.09,0.0,OK
26,CALA,123.09,123.09,0.0,OK
26,SICI,123.09,123.09,0.0,OK
26,SARD,147.71,147.80082,-0.09,OK
27,NORD,152.48,152.48,0.0,OK
27,CNOR,152.48,152.48,0.0,OK
27,CSUD,152.48,152.48,0.0,OK
27,SUD,148.01,148.01,0.0,OK
27,CALA,148.01,148.01,0.0,OK
27,SICI,148.01,148.01,0.0,OK
27,SARD,152.48,152.48,0.0,OK
28,NORD,172.48,172.38918,0.09,OK
28,CNOR,172.48,172.38918,0.09,OK
28,CSUD,172.48,172.38918,0.09,OK
28,SUD,148.01,148.01,0.0,OK
28,CALA,148.01,148.01,0.0,OK
28,SICI,148.01,148.01,0.0,OK
28,SARD,172.48,172.38918,0.09,OK
29,NORD,148.01,148.01,0.0,OK
29,CNOR,148.01,148.01,0.0,OK
29,CSUD,148.01,148.01,0.0,OK
29,SUD,148.01,148.01,0.0,OK
29,CALA,148.01,148.01,0.0,OK
29,SICI,148.01,148.01,0.0,OK
29,SARD,148.01,148.01,0.0,OK
30,NORD,165.24,165.24,0.0,OK
30,CNOR,165.24,165.24,0.0,OK
30,CSUD,165.24,165.24,0.0,OK
30,SUD,148.01,148.01,0.0,OK
30,CALA,148.01,148.01,0.0,OK
30,SICI,148.01,148.01,0.0,OK
30,SARD,165.24,165.24,0.0,OK
31,NORD,220.0,220.0,0.0,OK
31,CNOR,220.0,220.0,0.0,OK
31,CSUD,220.0,220.0,0.0,OK
31,SUD,148.01,148.01,0.0,OK
31,CALA,148.01,148.01,0.0,OK
31,SICI,148.01,148.01,0.0,OK
31,SARD,220.0,220.0,0.0,OK
32,NORD,220.0,220.0,0.0,OK
32,CNOR,220.0,220.0,0.0,OK
32,CSUD,220.0,220.0,0.0,OK
32,SUD,148.01,148.01,0.0,OK
32,CALA,148.01,148.01,0.0,OK
32,SICI,148.01,148.01,0.0,OK
32,SARD,220.0,220.0,0.0,OK
33,NORD,200.0,200.0,0.0,OK
33,CNOR,200.0,200.0,0.0,OK
33,CSUD,198.85,198.85,0.0,OK
33,SUD,148.01,148.01,0.0,OK
33,CALA,148.01,148.01,0.0,OK
33,SICI,148.01,148.01,0.0,OK
33,SARD,198.85,198.85,0.0,OK
34,NORD,220.0,220.0,0.0,OK
34,CNOR,220.0,220.0,0.0,OK
34,CSUD,198.85,198.85,0.0,OK
34,SUD,148.01,148.01,0.0,OK
34,CALA,148.01,148.01,0.0,OK
34,SICI,148.01,148.01,0.0,OK
34,SARD,198.85,198.85,0.0,OK
35,NORD,220.0,220.0,0.0,OK
35,CNOR,220.0,220.0,0.0,OK
35,CSUD,198.85,198.85,0.0,OK
35,SUD,148.01,148.01,0.0,OK
35,CALA,148.01,148.01,0.0,OK
35,SICI,148.01,148.01,0.0,OK
35,SARD,198.85,198.85,0.0,OK
36,NORD,220.0,220.0,0.0,OK
36,CNOR,220.0,220.0,0.0,OK
36,CSUD,175.0,175.0,0.0,OK
36,SUD,148.01,148.01,0.0,OK
36,CALA,148.01,148.01,0.0,OK
36,SICI,148.01,148.01,0.0,OK
36,SARD,175.0,175.0,0.0,OK
37,NORD,220.0,220.0,0.0,OK
37,CNOR,220.0,220.0,0.0,OK
37,CSUD,152.48,152.48,0.0,OK
37,SUD,148.01,148.01,0.0,OK
37,CALA,148.01,148.01,0.0,OK
37,SICI,148.01,148.01,0.0,OK
37,SARD,152.48,152.48,0.0,OK
38,NORD,184.5,184.41426,0.09,OK
38,CNOR,184.5,184.41426,0.09,OK
38,CSUD,184.5,184.41426,0.09,OK
38,SUD,148.01,148.01,0.0,OK
38,CALA,148.01,148.01,0.0,OK
38,SICI,148.01,148.01,0.0,OK
38,SARD,184.5,184.41426,0.09,OK
39,NORD,163.38,163.38,0.0,OK
39,CNOR,163.38,163.38,0.0,OK
39,CSUD,152.57,152.57,0.0,OK
39,SUD,123.95,123.95,0.0,OK
39,CALA,123.95,123.95,0.0,OK
39,SICI,123.95,123.95,0.0,OK
39,SARD,152.57,152.57,0.0,OK
40,NORD,170.0,170.0,0.0,OK
40,CNOR,170.0,170.0,0.0,OK
40,CSUD,152.32,152.32,0.0,OK
40,SUD,115.0,115.0,0.0,OK
40,CALA,115.0,115.0,0.0,OK
40,SICI,115.0,115.0,0.0,OK
40,SARD,152.32,152.32,0.0,OK
41,NORD,170.0,169.42046,0.58,OK
41,CNOR,170.0,169.42046,0.58,OK
41,CSUD,152.48,152.48,0.0,OK
41,SUD,129.5,129.5,0.0,OK
41,CALA,129.5,129.5,0.0,OK
41,SICI,129.5,129.5,0.0,OK
41,SARD,152.48,152.48,0.0,OK
42,NORD,144.71,144.71,0.0,OK
42,CNOR,144.71,144.71,0.0,OK
42,CSUD,138.9,138.9,0.0,OK
42,SUD,123.95,123.95,0.0,OK
42,CALA,123.95,123.95,0.0,OK
42,SICI,123.95,123.95,0.0,OK
42,SARD,138.9,138.9,0.0,OK
43,NORD,144.7,144.7,0.0,OK
43,CNOR,144.7,144.7,0.0,OK
43,CSUD,120.98,120.98,0.0,OK
43,SUD,106.76,106.76,0.0,OK
43,CALA,106.76,106.76,0.0,OK
43,SICI,106.76,106.76,0.0,OK
43,SARD,120.98,120.98,0.0,OK
44,NORD,141.69,141.69,0.0,OK
44,CNOR,141.69,141.69,0.0,OK
44,CSUD,116.98,116.98,0.0,OK
44,SUD,106.76,106.76,0.0,OK
44,CALA,106.76,106.76,0.0,OK
44,SICI,106.76,106.76,0.0,OK
44,SARD,116.98,116.98,0.0,OK
45,NORD,140.54,140.54,0.0,OK
45,CNOR,140.54,140.54,0.0,OK
45,CSUD,126.5,126.5,0.0,OK
45,SUD,106.22,106.22,0.0,OK
45,CALA,106.22,106.22,0.0,OK
45,SICI,106.22,106.22,0.0,OK
45,SARD,126.5,126.5,0.0,OK
46,NORD,140.11,140.11,0.0,OK
46,CNOR,140.11,140.11,0.0,OK
46,CSUD,128.5,128.5,0.0,OK
46,SUD,106.22,106.22,0.0,OK
46,CALA,106.22,106.22,0.0,OK
46,SICI,106.22,106.22,0.0,OK
46,SARD,128.5,128.5,0.0,OK
47,NORD,139.97,139.97,0.0,OK
47,CNOR,139.97,139.97,0.0,OK
47,CSUD,125.43,125.43,0.0,OK
47,SUD,106.22,106.22,0.0,OK
47,CALA,106.22,106.22,0.0,OK
47,SICI,106.22,106.22,0.0,OK
47,SARD,125.43,125.43,0.0,OK
48,NORD,133.2,133.2,0.0,OK
48,CNOR,133.2,133.2,0.0,OK
48,CSUD,123.14,123.14,0.0,OK
48,SUD,106.22,106.22,0.0,OK
48,CALA,106.22,106.22,0.0,OK
48,SICI,106.22,106.22,0.0,OK
48,SARD,123.14,123.14,0.0,OK
49,NORD,129.94,129.94,0.0,OK
49,CNOR,129.94,129.94,0.0,OK
49,CSUD,129.94,129.94,0.0,OK
49,SUD,92.67,92.67,0.0,OK
49,CALA,92.67,92.67,0.0,OK
49,SICI,92.67,92.67,0.0,OK
49,SARD,129.94,129.94,0.0,OK
50,NORD,128.5,128.5,0.0,OK
50,CNOR,128.5,128.5,0.0,OK
50,CSUD,128.5,128.5,0.0,OK
50,SUD,102.75,102.75,0.0,OK
50,CALA,102.75,102.75,0.0,OK
50,SICI,102.75,102.75,0.0,OK
50,SARD,128.5,128.5,0.0,OK
51,NORD,126.32,126.32,0.0,OK
51,CNOR,126.32,126.32,0.0,OK
51,CSUD,117.98,117.98,0.0,OK
51,SUD,103.5,103.5,0.0,OK
51,CALA,103.5,103.5,0.0,OK
51,SICI,103.5,103.5,0.0,OK
51,SARD,117.98,117.98,0.0,OK
52,NORD,126.32,126.32,0.0,OK
52,CNOR,126.32,126.32,0.0,OK
52,CSUD,117.98,117.98,0.0,OK
52,SUD,103.25,103.25,0.0,OK
52,CALA,103.25,103.25,0.0,OK
52,SICI,103.25,103.25,0.0,OK
52,SARD,117.98,117.98,0.0,OK
53,NORD,126.32,126.32,0.0,OK
53,CNOR,126.32,126.32,0.0,OK
53,CSUD,116.98,116.98,0.0,OK
53,SUD,103.07,103.07,0.0,OK
53,CALA,103.07,103.07,0.0,OK
53,SICI,103.07,103.07,0.0,OK
53,SARD,116.98,116.98,0.0,OK
54,NORD,127.92,127.81206,0.11,OK
54,CNOR,127.92,127.81206,0.11,OK
54,CSUD,116.98,116.98,0.0,OK
54,SUD,104.87,104.87,0.0,OK
54,CALA,104.87,104.87,0.0,OK
54,SICI,104.87,104.87,0.0,OK
54,SARD,116.98,116.98,0.0,OK
55,NORD,126.5,126.5,0.0,OK
55,CNOR,126.5,126.5,0.0,OK
55,CSUD,126.5,126.5,0.0,OK
55,SUD,106.23,106.23,0.0,OK
55,CALA,106.23,106.23,0.0,OK
55,SICI,106.23,106.23,0.0,OK
55,SARD,126.5,126.5,0.0,OK
56,NORD,132.0,132.0,0.0,OK
56,CNOR,132.0,132.0,0.0,OK
56,CSUD,129.5,129.5,0.0,OK
56,SUD,106.23,106.23,0.0,OK
56,CALA,106.23,106.23,0.0,OK
56,SICI,106.23,106.23,0.0,OK
56,SARD,129.5,129.5,0.0,OK
57,NORD,139.97,139.97,0.0,OK
57,CNOR,139.97,139.97,0.0,OK
57,CSUD,116.89,116.89,0.0,OK
57,SUD,106.23,106.23,0.0,OK
57,CALA,106.23,106.23,0.0,OK
57,SICI,106.23,106.23,0.0,OK
57,SARD,116.89,116.89,0.0,OK
58,NORD,139.97,139.97,0.0,OK
58,CNOR,139.97,139.97,0.0,OK
58,CSUD,120.98,120.98,0.0,OK
58,SUD,109.76,109.76,0.0,OK
58,CALA,109.76,109.76,0.0,OK
58,SICI,109.76,109.76,0.0,OK
58,SARD,120.98,120.98,0.0,OK
59,NORD,149.7,149.7,0.0,OK
59,CNOR,149.7,149.7,0.0,OK
59,CSUD,136.97,136.97,0.0,OK
59,SUD,117.96,117.96,0.0,OK
59,CALA,117.96,117.96,0.0,OK
59,SICI,117.96,117.96,0.0,OK
59,SARD,136.97,136.97,0.0,OK
60,NORD,147.88,147.88,0.0,OK
60,CNOR,147.88,147.88,0.0,OK
60,CSUD,147.88,147.88,0.0,OK
60,SUD,133.0,133.0,0.0,OK
60,CALA,133.0,133.0,0.0,OK
60,SICI,133.0,133.0,0.0,OK
60,SARD,147.88,147.88,0.0,OK
61,NORD,154.71,154.71,0.0,OK
61,CNOR,154.71,154.71,0.0,OK
61,CSUD,140.0,140.0,0.0,OK
61,SUD,126.72,126.72,0.0,OK
61,CALA,126.72,126.72,0.0,OK
61,SICI,126.72,126.72,0.0,OK
61,SARD,140.0,140.0,0.0,OK
62,NORD,160.41,160.13225,0.28,OK
62,CNOR,160.41,160.13225,0.28,OK
62,CSUD,145.0,145.0,0.0,OK
62,SUD,126.72,126.72,0.0,OK
62,CALA,126.72,126.72,0.0,OK
62,SICI,126.72,126.72,0.0,OK
62,SARD,145.0,145.0,0.0,OK
63,NORD,186.75,186.75,0.0,OK
63,CNOR,186.75,186.75,0.0,OK
63,CSUD,152.48,152.48,0.0,OK
63,SUD,126.72,126.72,0.0,OK
63,CALA,126.72,126.72,0.0,OK
63,SICI,126.72,126.72,0.0,OK
63,SARD,152.48,152.48,0.0,OK
64,NORD,176.65,176.92775,-0.28,OK
64,CNOR,176.65,176.92775,-0.28,OK
64,CSUD,152.48,152.48,0.0,OK
64,SUD,126.72,126.72,0.0,OK
64,CALA,126.72,126.72,0.0,OK
64,SICI,126.72,126.72,0.0,OK
64,SARD,152.48,152.48,0.0,OK
65,NORD,186.74,184.56873,2.17,OK
65,CNOR,186.74,184.56873,2.17,OK
65,CSUD,152.48,152.48,0.0,OK
65,SUD,148.01,148.01,0.0,OK
65,CALA,148.01,148.01,0.0,OK
65,SICI,148.01,148.01,0.0,OK
65,SARD,152.48,152.48,0.0,OK
66,NORD,190.84,190.84,0.0,OK
66,CNOR,190.84,190.84,0.0,OK
66,CSUD,152.48,152.48,0.0,OK
66,SUD,148.01,148.01,0.0,OK
66,CALA,148.01,148.01,0.0,OK
66,SICI,148.01,148.01,0.0,OK
66,SARD,152.48,152.48,0.0,OK
67,NORD,207.76,207.76,0.0,OK
67,CNOR,207.76,207.76,0.0,OK
67,CSUD,181.13,181.13,0.0,OK
67,SUD,148.01,148.01,0.0,OK
67,CALA,148.01,148.01,0.0,OK
67,SICI,148.01,148.01,0.0,OK
67,SARD,181.13,181.13,0.0,OK
68,NORD,214.66,216.83127,-2.17,OK
68,CNOR,214.66,216.83127,-2.17,OK
68,CSUD,198.85,198.85,0.0,OK
68,SUD,148.01,148.01,0.0,OK
68,CALA,148.01,148.01,0.0,OK
68,SICI,148.01,148.01,0.0,OK
68,SARD,198.85,198.85,0.0,OK
69,NORD,170.0,170.0,0.0,OK
69,CNOR,170.0,170.0,0.0,OK
69,CSUD,163.38,163.38,0.0,OK
69,SUD,163.38,163.38,0.0,OK
69,CALA,163.38,163.38,0.0,OK
69,SICI,163.38,163.38,0.0,OK
69,SARD,163.38,163.38,0.0,OK
70,NORD,212.5,212.5,0.0,OK
70,CNOR,212.5,212.5,0.0,OK
70,CSUD,200.0,200.0,0.0,OK
70,SUD,163.64,163.64,0.0,OK
70,CALA,163.64,163.64,0.0,OK
70,SICI,163.64,163.64,0.0,OK
70,SARD,200.0,200.0,0.0,OK
71,NORD,220.0,220.0,0.0,OK
71,CNOR,220.0,220.0,0.0,OK
71,CSUD,220.0,220.0,0.0,OK
71,SUD,148.01,148.01,0.0,OK
71,CALA,148.01,148.01,0.0,OK
71,SICI,148.01,148.01,0.0,OK
71,SARD,220.0,220.0,0.0,OK
72,NORD,218.82,213.42187,5.4,OK
72,CNOR,218.82,213.42187,5.4,OK
72,CSUD,200.0,200.0,0.0,OK
72,SUD,148.01,148.01,0.0,OK
72,CALA,148.01,148.01,0.0,OK
72,SICI,148.01,148.01,0.0,OK
72,SARD,200.0,200.0,0.0,OK
73,NORD,164.99,164.99,0.0,OK
73,CNOR,164.99,164.99,0.0,OK
73,CSUD,164.99,164.99,0.0,OK
73,SUD,148.01,148.01,0.0,OK
73,CALA,148.01,148.01,0.0,OK
73,SICI,148.01,148.01,0.0,OK
73,SARD,164.99,164.99,0.0,OK
74,NORD,164.99,164.99,0.0,OK
74,CNOR,164.99,164.99,0.0,OK
74,CSUD,164.99,164.99,0.0,OK
74,SUD,148.01,148.01,0.0,OK
74,CALA,148.01,148.01,0.0,OK
74,SICI,148.01,148.01,0.0,OK
74,SARD,164.99,164.99,0.0,OK
75,NORD,179.85,179.85,0.0,OK
75,CNOR,179.85,179.85,0.0,OK
75,CSUD,179.85,179.85,0.0,OK
75,SUD,148.01,148.01,0.0,OK
75,CALA,148.01,148.01,0.0,OK
75,SICI,148.01,148.01,0.0,OK
75,SARD,179.85,179.85,0.0,OK
76,NORD,171.48,171.48,0.0,OK
76,CNOR,171.48,171.48,0.0,OK
76,CSUD,171.48,171.48,0.0,OK
76,SUD,171.48,171.48,0.0,OK
76,CALA,171.48,171.48,0.0,OK
76,SICI,171.48,171.48,0.0,OK
76,SARD,171.48,171.48,0.0,OK
77,NORD,175.0,175.0,0.0,OK
77,CNOR,175.0,175.0,0.0,OK
77,CSUD,175.0,175.0,0.0,OK
77,SUD,160.64,160.64,0.0,OK
77,CALA,160.64,160.64,0.0,OK
77,SICI,160.64,160.64,0.0,OK
77,SARD,175.0,175.0,0.0,OK
78,NORD,165.52,165.52,0.0,OK
78,CNOR,165.52,165.52,0.0,OK
78,CSUD,165.52,165.52,0.0,OK
78,SUD,159.63,159.63,0.0,OK
78,CALA,159.63,159.63,0.0,OK
78,SICI,159.63,159.63,0.0,OK
78,SARD,165.52,165.52,0.0,OK
79,NORD,157.91,157.91,0.0,OK
79,CNOR,157.91,157.91,0.0,OK
79,CSUD,157.91,157.91,0.0,OK
79,SUD,156.9,156.9,0.0,OK
79,CALA,156.9,156.9,0.0,OK
79,SICI,156.9,156.9,0.0,OK
79,SARD,157.91,157.91,0.0,OK
80,NORD,152.48,152.48,0.0,OK
80,CNOR,152.48,152.48,0.0,OK
80,CSUD,152.48,152.48,0.0,OK
80,SUD,152.48,152.48,0.0,OK
80,CALA,152.48,152.48,0.0,OK
80,SICI,152.48,152.48,0.0,OK
80,SARD,152.48,152.48,0.0,OK
81,NORD,177.0,176.9,0.1,OK
81,CNOR,177.0,176.9,0.1,OK
81,CSUD,177.0,176.9,0.1,OK
81,SUD,148.01,148.01,0.0,OK
81,CALA,148.01,148.01,0.0,OK
81,SICI,148.01,148.01,0.0,OK
81,SARD,177.0,176.9,0.1,OK
82,NORD,155.74,155.74,0.0,OK
82,CNOR,155.74,155.74,0.0,OK
82,CSUD,155.74,155.74,0.0,OK
82,SUD,148.01,148.01,0.0,OK
82,CALA,148.01,148.01,0.0,OK
82,SICI,148.01,148.01,0.0,OK
82,SARD,155.74,155.74,0.0,OK
83,NORD,148.01,148.01,0.0,OK
83,CNOR,148.01,148.01,0.0,OK
83,CSUD,148.01,148.01,0.0,OK
83,SUD,148.01,148.01,0.0,OK
83,CALA,148.01,148.01,0.0,OK
83,SICI,148.01,148.01,0.0,OK
83,SARD,148.01,148.01,0.0,OK
84,NORD,144.71,144.71,0.0,OK
84,CNOR,144.71,144.71,0.0,OK
84,CSUD,144.71,144.71,0.0,OK
84,SUD,144.71,144.71,0.0,OK
84,CALA,144.71,144.71,0.0,OK
84,SICI,144.71,144.71,0.0,OK
84,SARD,144.71,144.71,0.0,OK
85,NORD,175.0,175.0,0.0,OK
85,CNOR,175.0,175.0,0.0,OK
85,CSUD,175.0,175.0,0.0,OK
85,SUD,148.01,148.01,0.0,OK
85,CALA,148.01,148.01,0.0,OK
85,SICI,148.01,148.01,0.0,OK
85,SARD,175.0,175.0,0.0,OK
86,NORD,152.48,152.48,0.0,OK
86,CNOR,152.48,152.48,0.0,OK
86,CSUD,152.48,152.48,0.0,OK
86,SUD,148.01,148.01,0.0,OK
86,CALA,148.01,148.01,0.0,OK
86,SICI,148.01,148.01,0.0,OK
86,SARD,152.48,152.48,0.0,OK
87,NORD,147.88,147.88,0.0,OK
87,CNOR,147.88,147.88,0.0,OK
87,CSUD,147.88,147.88,0.0,OK
87,SUD,129.26,129.26,0.0,OK
87,CALA,129.26,129.26,0.0,OK
87,SICI,129.26,129.26,0.0,OK
87,SARD,147.88,147.88,0.0,OK
88,NORD,140.54,140.54,0.0,OK
88,CNOR,140.54,140.54,0.0,OK
88,CSUD,140.54,140.54,0.0,OK
88,SUD,129.26,129.26,0.0,OK
88,CALA,129.26,129.26,0.0,OK
88,SICI,129.26,129.26,0.0,OK
88,SARD,140.54,140.54,0.0,OK
89,NORD,144.7,144.7,0.0,OK
89,CNOR,144.7,144.7,0.0,OK
89,CSUD,144.7,144.7,0.0,OK
89,SUD,129.26,129.26,0.0,OK
89,CALA,129.26,129.26,0.0,OK
89,SICI,129.26,129.26,0.0,OK
89,SARD,144.7,144.7,0.0,OK
90,NORD,141.69,141.69,0.0,OK
90,CNOR,141.69,141.69,0.0,OK
90,CSUD,141.69,141.69,0.0,OK
90,SUD,129.26,129.26,0.0,OK
90,CALA,129.26,129.26,0.0,OK
90,SICI,129.26,129.26,0.0,OK
90,SARD,141.69,141.69,0.0,OK
91,NORD,139.97,139.97,0.0,OK
91,CNOR,139.97,139.97,0.0,OK
91,CSUD,139.97,139.97,0.0,OK
91,SUD,129.26,129.26,0.0,OK
91,CALA,129.26,129.26,0.0,OK
91,SICI,129.26,129.26,0.0,OK
91,SARD,139.97,139.97,0.0,OK
92,NORD,130.01,130.0096,0.0,OK
92,CNOR,130.01,130.0096,0.0,OK
92,CSUD,130.01,130.0096,0.0,OK
92,SUD,129.26,129.26,0.0,OK
92,CALA,129.26,129.26,0.0,OK
92,SICI,129.26,129.26,0.0,OK
92,SARD,130.01,130.0096,0.0,OK
93,NORD,131.84,131.69021,0.15,OK
93,CNOR,131.84,131.69021,0.15,OK
93,CSUD,131.84,131.69021,0.15,OK
93,SUD,131.84,131.69021,0.15,OK
93,CALA,131.84,131.69021,0.15,OK
93,SICI,131.84,131.69021,0.15,OK
93,SARD,131.84,131.69021,0.15,OK
94,NORD,129.24,129.24,0.0,OK
94,CNOR,129.24,129.24,0.0,OK
