period,arc,flow_engine,flow_official,limit,limit_reverse
76,CALA-SUD,579.8,579.8,1969.0,1136.0
76,CNOR-CSUD,-607.2,-607.2,2893.0,2390.0
76,CNOR-NORD,-1495.6,-1495.6,2625.0,3182.0
76,CSUD-SARD,-508.0,-508.0,720.0,900.0
76,CSUD-SUD,-1949.0,-1949.0,3263.0,5320.0
77,CALA-SICI,899.3,929.4,1699.0,1351.0
77,CALA-SUD,681.7,651.6,1969.0,1136.0
77,CNOR-CSUD,-335.9,-305.8,2693.0,2390.0
77,CNOR-NORD,-1833.4,-1863.5,2425.0,3182.0
77,CSUD-SARD,-415.7,-415.7,720.0,900.0
77,CSUD-SUD,-2280.1,-2250.0,3263.0,5320.0
78,CALA-SICI,901.1,901.1,1699.0,1351.0
78,CALA-SUD,695.2,695.2,1969.0,1136.0
78,CNOR-CSUD,66.9,66.9,2693.0,2390.0
78,CNOR-NORD,-2306.9,-2306.9,2425.0,3182.0
78,CSUD-SARD,-320.2,-320.2,720.0,900.0
78,CSUD-SUD,-2188.5,-2188.5,3263.0,5320.0
79,CALA-SICI,982.0,982.0,1699.0,1351.0
79,CALA-SUD,595.4,595.4,1969.0,1136.0
79,CNOR-CSUD,483.7,483.7,2693.0,2390.0
79,CNOR-NORD,-2812.6,-2812.6,2425.0,3182.0
79,CSUD-SARD,-268.8,-268.8,720.0,900.0
79,CSUD-SUD,-2002.1,-2002.1,3263.0,5320.0
80,CALA-SICI,1118.8,1121.8,1699.0,1351.0
80,CALA-SUD,418.5,415.5,1969.0,1136.0
80,CNOR-CSUD,779.3,779.3,2693.0,2390.0
80,CNOR-NORD,-3182.0,-3182.0,2425.0,3182.0
80,CSUD-SARD,-649.2,-649.2,720.0,900.0
80,CSUD-SUD,-1579.3,-1577.8,3263.0,5320.0
81,CALA-SICI,1145.8,1145.8,1689.0,1313.0
81,CALA-SUD,410.9,410.9,1971.0,1170.0
81,CNOR-CSUD,780.1,780.1,2676.0,3550.0
81,CNOR-NORD,-3165.5,-3165.5,2157.0,3402.0
81,CSUD-SARD,-600.0,-600.0,720.0,900.0
81,CSUD-SUD,-1634.2,-1634.2,2997.0,5193.0
82,CALA-SICI,1193.1,1193.1,1689.0,1313.0
82,CALA-SUD,348.8,348.8,1971.0,1170.0
82,CNOR-CSUD,1023.4,1023.4,2676.0,3550.0
82,CNOR-NORD,-3402.0,-3402.0,2157.0,3402.0
82,CSUD-SARD,-548.8,-548.8,720.0,900.0
82,CSUD-SUD,-1517.2,-1517.2,2997.0,5193.0
83,CALA-SICI,1233.4,1233.4,1689.0,1313.0
83,CALA-SUD,303.8,303.8,1971.0,1170.0
83,CNOR-CSUD,1014.2,1014.2,2676.0,3550.0
83,CNOR-NORD,-3402.0,-3402.0,2157.0,3402.0
83,CSUD-SARD,-658.2,-658.2,720.0,900.0
83,CSUD-SUD,-1445.0,-1445.0,2997.0,5193.0
84,CALA-SICI,1259.1,1259.1,1689.0,1313.0
84,CALA-SUD,280.7,280.7,1971.0,1170.0
84,CNOR-CSUD,1034.5,1034.5,2676.0,3550.0
84,CNOR-NORD,-3402.0,-3402.0,2157.0,3402.0
84,CSUD-SARD,-641.2,-641.2,720.0,900.0
84,CSUD-SUD,-1413.1,-1413.1,2997.0,5193.0
85,CALA-SICI,1248.0,1248.0,1689.0,1313.0
85,CALA-SUD,360.7,360.7,1971.0,1170.0
85,CNOR-CSUD,771.3,771.3,2676.0,3550.0
85,CNOR-NORD,-3093.3,-3093.3,2257.0,3402.0
85,CSUD-SARD,-623.9,-623.9,720.0,900.0
85,CSUD-SUD,-1524.2,-1524.2,2997.0,5193.0
86,CALA-SICI,1204.3,1208.7,1689.0,1313.0
86,CALA-SUD,398.4,391.7,1971.0,1170.0
86,CNOR-CSUD,687.6,684.9,2676.0,3550.0
86,CNOR-NORD,-2963.3,-2963.3,2257.0,3402.0
86,CSUD-SARD,-521.1,-521.1,720.0,900.0
86,CSUD-SUD,-1649.2,-1640.5,2997.0,5193.0
87,CALA-SICI,1226.6,1226.6,1689.0,1313.0
87,CALA-SUD,354.7,354.7,1971.0,1170.0
87,CNOR-CSUD,841.1,841.1,2676.0,3550.0
87,CNOR-NORD,-3070.3,-3070.3,2257.0,3402.0
87,CSUD-SARD,-257.7,-257.7,720.0,900.0
87,CSUD-SUD,-1677.1,-1677.1,2997.0,5193.0
88,CALA-SICI,1193.6,1193.6,1689.0,1313.0
88,CALA-SUD,396.1,396.1,1971.0,1170.0
88,CNOR-CSUD,844.7,844.7,2676.0,3550.0
88,CNOR-NORD,-3014.6,-3014.6,2257.0,3402.0
88,CSUD-SARD,-60.2,-60.2,720.0,900.0
88,CSUD-SUD,-1765.6,-1765.6,2997.0,5193.0
89,CALA-SICI,1132.7,1132.7,1678.0,1467.0
89,CALA-SUD,472.1,472.1,1985.0,1183.0
89,CNOR-CSUD,586.5,586.5,2620.0,3665.0
89,CNOR-NORD,-2660.7,-2660.7,2283.0,2939.0
89,CSUD-SARD,-71.0,-71.0,720.0,870.0
89,CSUD-SUD,-1954.7,-1954.7,2607.0,5437.0
90,CALA-SICI,1118.9,1118.9,1678.0,1467.0
90,CALA-SUD,502.3,502.3,1985.0,1183.0
90,CNOR-CSUD,473.4,473.4,2620.0,3665.0
90,CNOR-NORD,-2574.5,-2574.5,2283.0,2939.0
90,CSUD-SARD,-79.5,-79.5,720.0,870.0
90,CSUD-SUD,-2011.2,-2011.2,2607.0,5437.0
91,CALA-SICI,1677.4,1677.4,1678.0,1467.0
91,CALA-SUD,-40.8,-40.8,1985.0,1183.0
91,CNOR-CSUD,882.2,882.2,2620.0,3665.0
91,CNOR-NORD,-2939.0,-2939.0,2283.0,2939.0
91,CSUD-SARD,-93.7,-93.7,720.0,870.0
91,CSUD-SUD,-1482.6,-1482.6,2607.0,5437.0
92,CALA-SICI,1678.0,1678.0,1678.0,1467.0
92,CALA-SUD,-26.6,-26.6,1985.0,1183.0
92,CNOR-CSUD,729.8,729.8,2620.0,3665.0
92,CNOR-NORD,-2719.7,-2719.7,2283.0,2939.0
92,CSUD-SARD,-73.1,-73.1,720.0,870.0
92,CSUD-SUD,-1601.6,-1601.6,2607.0,5437.0
93,CALA-SICI,1644.2,1644.2,1678.0,1467.0
93,CALA-SUD,-407.5,-407.5,1985.0,1183.0
93,CNOR-CSUD,700.6,700.6,2720.0,3665.0
93,CNOR-NORD,-2634.3,-2634.3,2316.0,2939.0
93,CSUD-SARD,-98.1,-98.1,720.0,870.0
93,CSUD-SUD,-1431.1,-1431.1,2607.0,5437.0
94,CALA-SICI,1678.0,1678.0,1678.0,1467.0
94,CALA-SUD,-422.8,-422.8,1985.0,1183.0
94,CNOR-CSUD,630.2,630.2,2720.0,3665.0
94,CNOR-NORD,-2552.5,-2552.5,2316.0,2939.0
94,CSUD-SARD,-116.2,-116.2,720.0,870.0
94,CSUD-SUD,-1425.1,-1425.1,2607.0,5437.0
95,CALA-SICI,1678.0,1678.0,1678.0,1467.0
95,CALA-SUD,-755.8,-755.8,1985.0,1183.0
95,CNOR-CSUD,699.5,699.5,2720.0,3665.0
95,CNOR-NORD,-2510.0,-2510.0,2316.0,2939.0
95,CSUD-SARD,-137.4,-137.4,720.0,870.0
95,CSUD-SUD,-1157.6,-1157.6,2607.0,5437.0
96,CALA-SICI,1678.0,1678.0,1678.0,1467.0
96,CALA-SUD,-723.7,-723.7,1985.0,1183.0
96,CNOR-CSUD,367.8,367.8,2720.0,3665.0
96,CNOR-NORD,-2110.7,-2110.7,2316.0,2939.0
96,CSUD-SARD,-161.8,-161.8,720.0,870.0
96,CSUD-SUD,-1307.8,-1307.8,2607.0,5437.0
